Player,Match,Result,Year,Return_In_Play_Rate,Return_Win_Efficiency,Return_Aggression,Return_Forehand_Ratio,Return_Depth_Index,Return_Defense_Rate,First_Serve_Return_Quality,Second_Serve_Return_Quality,Serve_Return_Adaptability,Return_Consistency,Return_Tactical_Balance,Return_Positioning_Intelligence,Service_Type_Adaptability,Defensive_Versatility,Return_Match_Impact,Overall_Return_Game
Iga Swiatek,2023 Warsaw SF,W vsWickmayer,2023,0.75,0.593,0.028,0.5,2.36,0.105,0.554,0.61,0.578,0.657,0.239,1.377,0.895,0.088,0.636,0.465
Iga Swiatek,2023 Warsaw QF,W vsNoskova,2023,0.667,0.65,0.05,1.0,2.16,0.152,0.474,0.664,0.561,0.712,0.299,1.2,0.684,0.137,0.617,0.471
Iga Swiatek,2023 Warsaw R16,W vsLiu,2023,0.814,0.625,0.034,0.5,2.35,0.0,0.54,0.68,0.603,0.887,0.998,1.421,0.755,0.0,0.664,0.643
Iga Swiatek,2023 Warsaw R32,W vsAbduraimova,2023,0.62,0.545,0.056,0.25,2.53,0.058,0.482,0.578,0.525,0.361,0.677,1.366,0.825,0.047,0.578,0.508
Iga Swiatek,2023 Wimbledon QF,L vsSvitolina,2023,0.624,0.441,0.083,1.0,2.28,0.076,0.371,0.598,0.476,0.741,0.747,1.234,0.635,0.052,0.429,0.494
Iga Swiatek,2023 Wimbledon R16,W vsBencic,2023,0.577,0.469,0.072,0.375,2.42,0.069,0.437,0.52,0.474,0.383,0.722,1.272,0.847,0.063,0.522,0.483
Iga Swiatek,2023 Wimbledon R32,W vsMartic,2023,0.682,0.689,0.061,0.5,2.21,0.14,0.547,0.628,0.583,0.726,0.386,1.239,0.851,0.178,0.641,0.506
Iga Swiatek,2023 Wimbledon R64,W vsSorribes Tormo,2023,0.756,0.735,0.0,0.5,2.32,0.129,0.578,0.73,0.647,0.961,0.0,1.358,0.737,0.095,0.712,0.46
Iga Swiatek,2023 Wimbledon R128,W vsZhu,2023,0.83,0.659,0.038,0.5,2.57,0.026,0.593,0.619,0.603,0.517,0.784,1.568,0.948,0.02,0.663,0.611
Iga Swiatek,2023 Bad Homburg QF,W vsBlinkova,2023,0.614,0.63,0.023,1.0,2.63,0.122,0.505,0.573,0.535,0.368,0.173,1.415,0.872,0.083,0.588,0.42
Iga Swiatek,2023 Bad Homburg R16,W vsTeichmann,2023,0.769,0.6,0.103,0.75,2.35,0.209,0.499,0.719,0.601,0.698,0.438,1.386,0.645,0.15,0.661,0.527
Iga Swiatek,2023 Bad Homburg R32,W vsMaria,2023,0.671,0.649,0.0,0.5,2.36,0.893,0.492,0.616,0.548,0.741,0.0,1.315,0.78,0.896,0.603,0.401
Iga Swiatek,2023 Roland Garros F,W vsMuchova,2023,0.719,0.656,0.067,0.833,2.32,0.043,0.571,0.58,0.572,0.657,0.852,1.329,0.983,0.034,0.629,0.599
Iga Swiatek,2023 Roland Garros SF,W vsHaddad Maia,2023,0.851,0.526,0.075,1.0,2.39,0.035,0.561,0.603,0.578,0.712,0.931,1.475,0.92,0.044,0.636,0.617
Iga Swiatek,2023 Roland Garros QF,W vsGauff,2023,0.688,0.667,0.021,0.0,2.58,0.027,0.538,0.583,0.557,0.449,0.514,1.452,0.913,0.022,0.612,0.516
Iga Swiatek,2023 Roland Garros R16,W vsTsurenko,2023,0.938,0.733,0.0,0.5,2.39,0.0,0.667,0.711,0.685,0.082,0.0,1.544,0.915,0.0,0.753,0.505
Iga Swiatek,2023 Roland Garros R32,W vsWang,2023,0.818,0.778,0.0,0.5,2.93,0.0,0.671,0.711,0.687,0.819,0.0,1.776,0.923,0.0,0.756,0.491
Iga Swiatek,2023 Roland Garros R64,W vsLiu,2023,0.837,0.732,0.041,0.5,2.43,0.0,0.606,0.68,0.638,0.741,0.999,1.488,0.861,0.0,0.702,0.679
Iga Swiatek,2023 Roland Garros R128,W vsBucsa,2023,0.75,0.75,0.021,1.0,2.87,0.0,0.62,0.614,0.614,0.698,0.97,1.674,0.988,0.0,0.675,0.651
Iga Swiatek,2023 Rome QF,L vsRybakina,2023,0.646,0.565,0.01,0.0,2.46,0.073,0.41,0.602,0.499,0.905,0.12,1.35,0.681,0.062,0.449,0.392
Iga Swiatek,2023 Rome R16,W vsVekic,2023,0.642,0.588,0.057,1.0,2.37,0.064,0.402,0.665,0.525,0.21,0.647,1.297,0.591,0.048,0.577,0.515
Iga Swiatek,2023 Rome R32,W vsTsurenko,2023,0.809,0.684,0.021,1.0,2.42,0.059,0.579,0.695,0.631,0.726,0.295,1.459,0.793,0.046,0.694,0.519
Iga Swiatek,2023 Rome R64,W vsPavlyuchenkova,2023,0.814,0.686,0.07,0.0,2.56,0.125,0.552,0.767,0.651,0.326,0.477,1.548,0.651,0.095,0.716,0.568
Iga Swiatek,2023 Madrid F,L vsSabalenka,2023,0.745,0.486,0.021,0.5,2.53,0.018,0.504,0.511,0.505,0.98,0.635,1.472,0.985,0.014,0.454,0.503
Iga Swiatek,2023 Madrid SF,W vsKudermetova,2023,0.714,0.686,0.082,0.5,2.51,0.051,0.56,0.661,0.605,0.852,0.873,1.434,0.818,0.056,0.665,0.618
Iga Swiatek,2023 Madrid QF,W vsMartic,2023,0.706,0.708,0.088,0.333,2.89,0.03,0.492,0.8,0.635,0.607,0.976,1.643,0.54,0.024,0.699,0.65
Iga Swiatek,2023 Madrid R16,W vsAlexandrova,2023,0.68,0.5,0.041,0.5,2.68,0.0,0.446,0.583,0.509,0.44,0.999,1.501,0.76,0.0,0.56,0.569
Iga Swiatek,2023 Madrid R32,W vsPera,2023,0.644,0.658,0.051,0.333,2.55,0.0,0.525,0.645,0.579,0.313,1.0,1.397,0.788,0.0,0.637,0.613
Iga Swiatek,2023 Madrid R64,W vsGrabher,2023,0.721,0.613,0.0,0.5,2.46,0.0,0.528,0.653,0.585,0.756,0.0,1.411,0.778,0.0,0.643,0.413
Iga Swiatek,2023 Stuttgart F,W vsSabalenka,2023,0.746,0.528,0.042,0.667,2.42,0.043,0.47,0.653,0.554,0.361,0.66,1.408,0.694,0.05,0.61,0.532
Iga Swiatek,2023 Stuttgart QF,W vsPliskova,2023,0.635,0.553,0.081,0.5,2.81,0.056,0.511,0.633,0.566,0.741,0.842,1.531,0.783,0.054,0.623,0.56
Iga Swiatek,2023 Stuttgart R16,W vsZheng,2023,0.712,0.622,0.019,0.0,2.98,0.0,0.507,0.612,0.554,0.887,0.956,1.701,0.811,0.0,0.609,0.599
Iga Swiatek,2023 Indian Wells SF,L vsRybakina,2023,0.661,0.459,0.071,0.25,2.31,0.059,0.392,0.59,0.484,0.905,0.774,1.279,0.673,0.044,0.435,0.51
Iga Swiatek,2023 Indian Wells QF,W vsCirstea,2023,0.824,0.571,0.039,0.5,2.62,0.026,0.592,0.578,0.582,0.391,0.794,1.593,0.972,0.02,0.641,0.589
Iga Swiatek,2023 Indian Wells R16,W vsRaducanu,2023,0.833,0.578,0.019,0.0,2.72,0.0,0.61,0.541,0.575,0.295,0.956,1.662,0.872,0.0,0.632,0.62
Iga Swiatek,2023 Indian Wells R32,W vsAndreescu,2023,0.764,0.655,0.028,0.5,2.39,0.067,0.542,0.714,0.621,0.631,0.348,1.405,0.709,0.05,0.683,0.513
Iga Swiatek,2023 Indian Wells R64,W vsLiu,2023,0.786,0.697,0.024,1.0,2.36,0.115,0.634,0.63,0.629,0.712,0.19,1.405,0.993,0.075,0.692,0.495
Iga Swiatek,2023 Dubai F,L vsKrejcikova,2023,0.648,0.514,0.148,0.5,2.64,0.0,0.479,0.533,0.502,0.44,1.0,1.45,0.897,0.0,0.452,0.58
Iga Swiatek,2023 Dubai SF,W vsGauff,2023,0.778,0.69,0.0,0.5,2.45,0.086,0.54,0.695,0.61,0.923,0.0,1.452,0.733,0.06,0.671,0.446
Iga Swiatek,2023 Dubai R16,W vsSamsonova,2023,0.736,0.718,0.038,0.5,2.12,0.0,0.484,0.748,0.607,0.887,0.999,1.227,0.59,0.0,0.667,0.648
Iga Swiatek,2023 Dubai R32,W vsFernandez,2023,0.9,0.667,0.025,0.0,2.39,0.063,0.657,0.646,0.649,0.657,0.33,1.514,0.978,0.056,0.714,0.545
Iga Swiatek,2023 Doha F,W vsPegula,2023,0.857,0.619,0.041,0.5,2.07,0.069,0.614,0.668,0.637,0.835,0.477,1.281,0.898,0.056,0.7,0.556
Iga Swiatek,2023 Doha SF,W vsKudermetova,2023,0.794,0.741,0.029,1.0,2.26,0.125,0.63,0.658,0.64,0.32,0.212,1.351,0.946,0.094,0.704,0.514
Iga Swiatek,2023 Doha R16,W vsCollins,2023,0.897,0.731,0.0,0.5,2.71,0.042,0.668,0.7,0.68,0.313,0.0,1.714,0.937,0.03,0.748,0.496
Iga Swiatek,2023 Australian Open R16,L vsRybakina,2023,0.667,0.5,0.13,0.143,2.74,0.045,0.383,0.623,0.495,0.517,0.982,1.523,0.619,0.034,0.445,0.573
Iga Swiatek,2023 Australian Open R32,W vsBucsa,2023,0.73,0.778,0.054,1.0,2.38,0.048,0.643,0.641,0.639,0.771,0.731,1.372,0.996,0.05,0.703,0.616
Iga Swiatek,2023 Australian Open R64,W vsOsorio,2023,0.872,0.659,0.0,0.5,2.35,0.163,0.644,0.585,0.613,0.698,0.0,1.466,0.889,0.106,0.674,0.459
Iga Swiatek,2023 Australian Open R128,W vsNiemeier,2023,0.718,0.569,0.085,0.667,2.42,0.132,0.446,0.675,0.552,0.787,0.536,1.386,0.632,0.13,0.607,0.515
Iga Swiatek,2023 United Cup SF,L vsPegula,2023,0.698,0.459,0.208,0.273,2.73,0.029,0.387,0.637,0.504,0.368,1.0,1.545,0.607,0.022,0.453,0.588
Iga Swiatek,2023 United Cup RR,W vsPutintseva,2023,0.816,0.525,0.02,1.0,2.64,0.097,0.551,0.593,0.568,0.712,0.185,1.598,0.919,0.068,0.625,0.45
Iga Swiatek,2023 United Cup RR,W vsBencic,2023,0.707,0.585,0.04,0.667,2.73,0.128,0.537,0.537,0.535,0.449,0.282,1.553,0.999,0.112,0.588,0.454
Iga Swiatek,2023 United Cup RR,W vsTrevisan,2023,0.844,0.508,0.0,0.5,2.62,0.154,0.547,0.588,0.564,0.887,0.0,1.61,0.921,0.104,0.62,0.411
Iga Swiatek,2022 Fort Worth Finals SF,L vsSabalenka,2022,0.486,0.639,0.081,0.5,2.6,0.113,0.48,0.549,0.51,0.819,0.577,1.288,0.871,0.108,0.459,0.48
Iga Swiatek,2022 Fort Worth Finals RR,W vsGarcia,2022,0.696,0.625,0.239,0.636,2.26,0.027,0.515,0.739,0.619,0.852,1.0,1.278,0.64,0.025,0.68,0.655
Iga Swiatek,2022 Fort Worth Finals RR,W vsGauff,2022,0.735,0.667,0.0,0.5,2.62,0.049,0.549,0.61,0.575,0.741,0.0,1.515,0.886,0.03,0.633,0.424
Iga Swiatek,2022 Fort Worth Finals RR,W vsKasatkina,2022,0.774,0.61,0.038,1.0,2.5,0.024,0.565,0.609,0.583,0.517,0.807,1.478,0.916,0.016,0.642,0.59
Iga Swiatek,2022 San Diego F,W vsVekic,2022,0.73,0.537,0.041,1.0,1.92,0.049,0.473,0.619,0.54,0.923,0.601,1.107,0.747,0.032,0.594,0.515
Iga Swiatek,2022 San Diego SF,W vsPegula,2022,0.791,0.544,0.047,0.5,2.23,0.068,0.519,0.613,0.561,0.517,0.539,1.331,0.828,0.069,0.617,0.522
Iga Swiatek,2022 San Diego QF,W vsGauff,2022,0.833,0.575,0.021,1.0,1.99,0.031,0.58,0.59,0.582,0.869,0.472,1.216,0.98,0.022,0.64,0.524
Iga Swiatek,2022 San Diego R16,W vsZheng,2022,0.646,0.516,0.01,0.0,2.47,0.075,0.438,0.565,0.496,0.507,0.117,1.355,0.777,0.059,0.546,0.381
Iga Swiatek,2022 Ostrava F,L vsKrejcikova,2022,0.692,0.506,0.051,0.5,2.63,0.049,0.45,0.578,0.508,0.698,0.699,1.483,0.774,0.035,0.457,0.514
Iga Swiatek,2022 Ostrava SF,W vsAlexandrova,2022,0.701,0.426,0.103,0.7,2.21,0.0,0.454,0.535,0.49,0.346,1.0,1.253,0.851,0.0,0.539,0.563
Iga Swiatek,2022 Ostrava QF,W vsMcnally,2022,0.806,0.586,0.028,0.5,2.64,0.148,0.575,0.541,0.557,0.44,0.175,1.589,0.934,0.095,0.612,0.457
Iga Swiatek,2022 Ostrava R16,W vsTomljanovic,2022,0.814,0.491,0.029,0.5,2.38,0.116,0.531,0.582,0.552,0.835,0.226,1.439,0.903,0.096,0.608,0.449
Iga Swiatek,2022 US Open F,W vsJabeur,2022,0.813,0.607,0.013,1.0,2.52,0.175,0.558,0.648,0.598,0.361,0.07,1.523,0.835,0.144,0.657,0.449
Iga Swiatek,2022 US Open SF,W vsSabalenka,2022,0.753,0.597,0.045,0.5,2.48,0.083,0.486,0.686,0.578,0.595,0.449,1.449,0.67,0.058,0.636,0.511
Iga Swiatek,2022 US Open QF,W vsPegula,2022,0.859,0.656,0.042,0.667,2.61,0.054,0.582,0.71,0.64,0.583,0.576,1.617,0.775,0.038,0.704,0.584
Iga Swiatek,2022 US Open R16,W vsNiemeier,2022,0.619,0.65,0.082,0.5,2.28,0.046,0.593,0.528,0.559,0.619,0.898,1.23,0.879,0.053,0.615,0.586
Iga Swiatek,2022 US Open R32,W vsDavis,2022,0.675,0.574,0.038,0.667,2.07,0.0,0.515,0.55,0.529,0.527,0.999,1.156,0.934,0.0,0.582,0.588
Iga Swiatek,2022 US Open R64,W vsStephens,2022,0.736,0.564,0.0,0.5,2.35,0.063,0.54,0.533,0.534,0.527,0.0,1.36,0.986,0.052,0.588,0.394
Iga Swiatek,2022 US Open R128,W vsPaolini,2022,0.804,0.707,0.039,0.5,2.11,0.0,0.62,0.659,0.635,0.607,0.999,1.269,0.926,0.0,0.699,0.667
Iga Swiatek,2022 Cincinnati R16,L vsKeys,2022,0.75,0.476,0.125,1.0,2.7,0.0,0.513,0.541,0.524,0.835,1.0,1.575,0.944,0.0,0.471,0.595
Iga Swiatek,2022 Cincinnati R32,W vsStephens,2022,0.791,0.623,0.06,1.0,2.58,0.118,0.538,0.741,0.631,0.527,0.437,1.54,0.666,0.091,0.694,0.537
Iga Swiatek,2022 Toronto R16,L vsHaddad Maia,2022,0.648,0.491,0.125,0.545,2.51,0.021,0.453,0.55,0.497,0.905,0.999,1.379,0.824,0.015,0.447,0.571
Iga Swiatek,2022 Toronto R32,W vsTomljanovic,2022,0.784,0.793,0.162,0.167,2.74,0.1,0.63,0.769,0.693,0.835,0.9,1.629,0.756,0.097,0.762,0.693
Iga Swiatek,2022 Warsaw QF,L vsGarcia,2022,0.709,0.525,0.267,0.696,3.12,0.0,0.54,0.65,0.589,0.98,1.0,1.777,0.802,0.0,0.53,0.634
Iga Swiatek,2022 Warsaw R16,W vsLee,2022,0.679,0.611,0.019,1.0,2.61,0.382,0.552,0.494,0.522,0.346,0.048,1.461,0.89,0.3,0.574,0.401
Iga Swiatek,2022 Warsaw R32,W vsFrech,2022,0.723,0.588,0.043,0.0,2.37,0.0,0.523,0.624,0.568,0.869,1.0,1.361,0.817,0.0,0.625,0.611
Iga Swiatek,2022 Wimbledon R32,L vsCornet,2022,0.7,0.476,0.1,0.667,2.56,0.234,0.486,0.52,0.5,0.497,0.388,1.451,0.935,0.239,0.45,0.453
Iga Swiatek,2022 Wimbledon R64,W vsPattinama Kerkhove,2022,0.688,0.516,0.086,0.5,2.36,0.036,0.471,0.662,0.559,0.887,0.954,1.328,0.683,0.03,0.615,0.584
Iga Swiatek,2022 Wimbledon R128,W vsFett,2022,0.654,0.647,0.154,0.375,2.43,0.053,0.549,0.717,0.626,0.538,0.985,1.34,0.715,0.048,0.689,0.637
Iga Swiatek,2022 Roland Garros F,W vsGauff,2022,0.719,0.707,0.0,0.5,2.25,0.0,0.581,0.6,0.587,0.631,0.0,1.289,0.963,0.0,0.646,0.432
Iga Swiatek,2022 Roland Garros SF,W vsKasatkina,2022,0.813,0.718,0.021,0.0,2.07,0.061,0.609,0.693,0.646,0.942,0.287,1.251,0.845,0.042,0.71,0.528
Iga Swiatek,2022 Roland Garros QF,W vsPegula,2022,0.84,0.587,0.053,0.75,2.4,0.03,0.545,0.639,0.587,0.375,0.868,1.472,0.829,0.019,0.646,0.614
Iga Swiatek,2022 Roland Garros R16,W vsZheng,2022,0.707,0.677,0.0,0.5,2.54,0.012,0.499,0.65,0.568,0.835,0.0,1.445,0.738,0.01,0.625,0.419
Iga Swiatek,2022 Roland Garros R32,W vsKovinic,2022,0.723,0.574,0.046,0.333,2.25,0.0,0.513,0.595,0.55,0.771,1.0,1.292,0.849,0.0,0.605,0.604
Iga Swiatek,2022 Roland Garros R64,W vsRiske Amritraj,2022,0.755,0.73,0.02,1.0,2.23,0.0,0.624,0.584,0.602,0.458,0.964,1.305,0.923,0.0,0.662,0.643
Iga Swiatek,2022 Roland Garros R128,W vsTsurenko,2022,0.825,0.848,0.0,0.5,2.07,0.032,0.66,0.7,0.676,1.0,0.0,1.259,0.922,0.024,0.743,0.503
Iga Swiatek,2022 Rome F,W vsJabeur,2022,0.778,0.619,0.037,1.0,2.11,0.043,0.564,0.599,0.578,0.423,0.603,1.251,0.934,0.04,0.636,0.55
Iga Swiatek,2022 Rome SF,W vsSabalenka,2022,0.8,0.705,0.055,0.333,2.55,0.0,0.687,0.545,0.617,0.538,1.0,1.53,0.752,0.0,0.679,0.663
Iga Swiatek,2022 Rome QF,W vsAndreescu,2022,0.782,0.698,0.109,0.5,2.37,0.059,0.579,0.654,0.612,0.887,0.919,1.408,0.862,0.058,0.673,0.649
Iga Swiatek,2022 Rome R16,W vsAzarenka,2022,0.745,0.714,0.085,0.0,2.57,0.013,0.564,0.772,0.66,0.468,0.999,1.495,0.661,0.01,0.726,0.669
Iga Swiatek,2022 Rome R32,W vsRuse,2022,0.771,0.784,0.0,0.5,2.87,0.0,0.616,0.681,0.644,0.295,0.0,1.694,0.878,0.0,0.708,0.472
Iga Swiatek,2022 Stuttgart F,W vsSabalenka,2022,0.667,0.559,0.02,0.0,2.39,0.025,0.528,0.553,0.537,0.383,0.516,1.328,0.952,0.019,0.591,0.486
Iga Swiatek,2022 Stuttgart SF,W vsSamsonova,2022,0.768,0.528,0.043,0.5,2.52,0.0,0.535,0.533,0.531,0.468,1.0,1.485,0.997,0.0,0.585,0.598
Iga Swiatek,2022 Stuttgart QF,W vsRaducanu,2022,0.719,0.587,0.0,0.5,2.37,0.0,0.503,0.584,0.539,0.415,0.0,1.358,0.85,0.0,0.593,0.396
Iga Swiatek,2022 Stuttgart R16,W vsLys,2022,0.852,0.652,0.019,1.0,2.74,0.0,0.621,0.643,0.628,0.56,0.956,1.691,0.958,0.0,0.691,0.652
Iga Swiatek,2022 BJK Cup RR,W vsBuzarnescu,2022,0.824,0.786,0.029,1.0,2.42,0.069,0.641,0.693,0.663,0.307,0.351,1.471,0.901,0.048,0.729,0.562
Iga Swiatek,2022 BJK Cup RR,W vsPrisacariu,2022,0.906,0.793,0.063,0.5,2.33,0.067,0.676,0.76,0.712,0.449,0.674,1.48,0.845,0.048,0.784,0.662
Iga Swiatek,2022 Miami F,W vsOsaka,2022,0.672,0.683,0.066,0.0,2.49,0.0,0.484,0.661,0.566,0.771,1.0,1.388,0.702,0.0,0.622,0.622
Iga Swiatek,2022 Miami SF,W vsPegula,2022,0.803,0.623,0.026,0.5,2.42,0.041,0.544,0.659,0.596,0.619,0.47,1.454,0.795,0.032,0.655,0.532
Iga Swiatek,2022 Miami QF,W vsKvitova,2022,0.684,0.615,0.018,0.0,2.68,0.0,0.449,0.682,0.557,0.527,0.947,1.504,0.627,0.0,0.613,0.591
Iga Swiatek,2022 Miami R16,W vsGauff,2022,0.7,0.643,0.033,0.5,2.87,0.0,0.549,0.605,0.573,0.684,0.997,1.626,0.894,0.0,0.63,0.616
Iga Swiatek,2022 Miami R32,W vsBrengle,2022,0.786,0.697,0.024,1.0,2.42,0.0,0.628,0.525,0.576,0.21,0.984,1.441,0.814,0.0,0.634,0.641
Iga Swiatek,2022 Miami R64,W vsGolubic,2022,0.886,0.667,0.0,0.5,2.24,0.098,0.629,0.694,0.657,0.657,0.0,1.408,0.878,0.091,0.723,0.475
Iga Swiatek,2022 Indian Wells F,W vsSakkari,2022,0.667,0.675,0.017,0.0,2.2,0.0,0.51,0.691,0.593,0.905,0.935,1.222,0.695,0.0,0.652,0.606
Iga Swiatek,2022 Indian Wells SF,W vsHalep,2022,0.771,0.574,0.014,0.0,2.61,0.0,0.512,0.64,0.57,0.278,0.885,1.541,0.773,0.0,0.627,0.591
Iga Swiatek,2022 Indian Wells QF,W vsKeys,2022,0.889,0.75,0.167,0.667,2.42,0.0,0.633,0.781,0.7,0.278,1.0,1.524,0.743,0.0,0.77,0.728
Iga Swiatek,2022 Indian Wells R16,W vsKerber,2022,0.79,0.594,0.025,1.0,2.55,0.0,0.586,0.595,0.587,0.383,0.987,1.522,0.981,0.0,0.646,0.625
Iga Swiatek,2022 Indian Wells R32,W vsTauson,2022,0.664,0.62,0.009,0.0,2.25,0.019,0.463,0.624,0.537,0.383,0.301,1.248,0.724,0.014,0.591,0.453
Iga Swiatek,2022 Indian Wells R64,W vsKalinina,2022,0.74,0.667,0.041,0.333,2.47,0.0,0.585,0.668,0.621,0.619,0.999,1.433,0.847,0.0,0.683,0.643
Iga Swiatek,2022 Doha F,W vsKontaveit,2022,0.909,0.7,0.0,0.5,2.36,0.032,0.617,0.724,0.664,0.477,0.0,1.502,0.808,0.022,0.731,0.488
Iga Swiatek,2022 Doha SF,W vsSakkari,2022,0.685,0.676,0.037,0.5,2.19,0.0,0.546,0.617,0.577,0.819,0.999,1.23,0.868,0.0,0.635,0.622
Iga Swiatek,2022 Doha QF,W vsSabalenka,2022,0.783,0.681,0.05,0.333,2.56,0.071,0.622,0.578,0.598,0.407,0.549,1.521,0.916,0.056,0.658,0.56
Iga Swiatek,2022 Doha R16,W vsKasatkina,2022,0.73,0.741,0.081,0.333,2.25,0.047,0.603,0.663,0.629,0.961,0.89,1.297,0.887,0.03,0.691,0.641
Iga Swiatek,2022 Doha R32,W vsGolubic,2022,0.824,0.574,0.014,0.0,2.3,0.102,0.53,0.658,0.588,0.771,0.124,1.398,0.774,0.111,0.647,0.454
Iga Swiatek,2022 Dubai R16,L vsOstapenko,2022,0.701,0.559,0.216,0.429,2.75,0.114,0.587,0.563,0.573,0.741,0.94,1.559,0.952,0.085,0.516,0.616
Iga Swiatek,2022 Dubai R32,W vsKasatkina,2022,0.81,0.618,0.048,0.0,2.77,0.024,0.59,0.7,0.639,0.771,0.888,1.671,0.802,0.021,0.703,0.63
Iga Swiatek,2022 Australian Open SF,L vsCollins,2022,0.52,0.538,0.16,0.375,2.9,0.05,0.394,0.647,0.512,0.771,0.99,1.469,0.602,0.046,0.461,0.562
Iga Swiatek,2022 Australian Open QF,W vsKanepi,2022,0.774,0.552,0.089,0.545,2.31,0.041,0.543,0.585,0.56,0.34,0.941,1.366,0.92,0.03,0.616,0.607
Iga Swiatek,2022 Australian Open R16,W vsCirstea,2022,0.723,0.618,0.128,0.333,2.73,0.053,0.534,0.636,0.58,0.726,0.966,1.568,0.814,0.042,0.638,0.626
Iga Swiatek,2022 Australian Open R32,W vsKasatkina,2022,0.759,0.545,0.052,0.667,2.57,0.066,0.56,0.533,0.544,0.803,0.594,1.507,0.948,0.048,0.599,0.524
Iga Swiatek,2022 Australian Open R64,W vsPeterson,2022,0.782,0.674,0.018,0.0,2.54,0.029,0.601,0.596,0.596,0.353,0.431,1.509,0.989,0.024,0.655,0.529
Iga Swiatek,2022 Australian Open R128,W vsDart,2022,0.857,0.583,0.0,0.5,2.52,0.139,0.626,0.563,0.593,0.803,0.0,1.56,0.881,0.135,0.653,0.436
Iga Swiatek,2022 Adelaide 1 SF,L vsBarty,2022,0.607,0.412,0.018,1.0,2.14,0.182,0.393,0.472,0.428,0.923,0.093,1.146,0.854,0.214,0.385,0.332
Iga Swiatek,2022 Adelaide 1 QF,W vsAzarenka,2022,0.936,0.452,0.051,0.25,0.0,0.0,0.526,0.66,0.587,1.0,1.0,0.0,0.766,0.0,0.646,0.632
Iga Swiatek,2022 Adelaide 1 R16,W vsFernandez,2022,0.864,0.529,0.017,1.0,2.3,0.069,0.549,0.678,0.607,0.67,0.212,1.429,0.772,0.05,0.668,0.475
Iga Swiatek,2022 Adelaide 1 R32,W vsSaville,2022,0.684,0.538,0.018,1.0,2.42,0.0,0.511,0.633,0.566,0.517,0.947,1.358,0.784,0.0,0.623,0.578
Iga Swiatek,2021 Guadalajara Finals RR,W vsBadosa,2021,0.699,0.552,0.036,1.0,2.18,0.044,0.527,0.526,0.524,0.771,0.583,1.235,0.997,0.042,0.577,0.503
Iga Swiatek,2021 Guadalajara Finals RR,L vsSakkari,2021,0.5,0.25,0.042,0.5,2.36,0.0,0.238,0.457,0.341,0.869,1.0,1.18,0.645,0.0,0.306,0.441
Iga Swiatek,2021 Guadalajara Finals RR,L vsSabalenka,2021,0.435,0.525,0.043,0.5,2.69,0.033,0.342,0.557,0.442,0.923,0.762,1.287,0.65,0.028,0.398,0.461
Iga Swiatek,2021 Indian Wells R16,L vsOstapenko,2021,0.742,0.5,0.048,0.667,2.5,0.029,0.513,0.519,0.513,0.619,0.843,1.452,0.989,0.022,0.462,0.552
Iga Swiatek,2021 Indian Wells R32,W vsKudermetova,2021,0.767,0.697,0.023,1.0,2.67,0.0,0.601,0.612,0.603,0.074,0.98,1.573,0.977,0.0,0.663,0.643
Iga Swiatek,2021 Indian Wells R64,W vsMartic,2021,0.778,0.694,0.032,0.0,2.3,0.0,0.598,0.623,0.607,0.583,0.997,1.363,0.95,0.0,0.668,0.65
Iga Swiatek,2021 Ostrava SF,L vsSakkari,2021,0.662,0.447,0.042,0.667,1.98,0.0,0.39,0.592,0.484,0.961,1.0,1.097,0.667,0.0,0.435,0.549
Iga Swiatek,2021 Ostrava QF,W vsRybakina,2021,0.697,0.491,0.026,0.0,2.53,0.105,0.534,0.495,0.513,0.819,0.222,1.431,0.926,0.077,0.564,0.414
Iga Swiatek,2021 Ostrava R16,W vsPutintseva,2021,0.934,0.456,0.016,0.0,2.55,0.02,0.53,0.638,0.579,0.771,0.488,1.644,0.807,0.018,0.637,0.523
Iga Swiatek,2021 US Open R16,L vsBencic,2021,0.72,0.407,0.134,0.545,2.74,0.182,0.438,0.573,0.5,0.887,0.603,1.571,0.763,0.185,0.45,0.491
Iga Swiatek,2021 US Open R32,W vsKontaveit,2021,0.735,0.605,0.043,0.0,2.39,0.054,0.519,0.633,0.57,0.787,0.586,1.382,0.796,0.06,0.627,0.534
Iga Swiatek,2021 Cincinnati R32,L vsJabeur,2021,0.629,0.462,0.048,0.333,2.16,0.154,0.333,0.567,0.442,0.684,0.285,1.173,0.627,0.163,0.398,0.393
Iga Swiatek,2021 Tokyo Olympics R32,L vsBadosa,2021,0.662,0.489,0.042,1.0,2.18,0.057,0.466,0.568,0.512,0.214,0.556,1.208,0.815,0.045,0.461,0.476
Iga Swiatek,2021 Wimbledon R16,L vsJabeur,2021,0.652,0.517,0.079,0.429,2.23,0.192,0.414,0.599,0.499,0.923,0.372,1.228,0.69,0.199,0.449,0.445
Iga Swiatek,2021 Wimbledon R32,W vsBegu,2021,0.609,0.786,0.043,0.5,2.34,0.0,0.619,0.597,0.606,0.223,1.0,1.255,0.957,0.0,0.666,0.637
Iga Swiatek,2021 Wimbledon R128,W vsHsieh,2021,0.682,0.489,0.045,0.333,2.42,0.2,0.485,0.556,0.517,0.538,0.211,1.357,0.867,0.181,0.568,0.412
Iga Swiatek,2021 Roland Garros QF,L vsSakkari,2021,0.597,0.459,0.032,1.0,2.34,0.022,0.333,0.562,0.439,0.771,0.762,1.246,0.633,0.02,0.395,0.478
