Player,Match,Result,Year,Serve_Power,Serve_Quick_Points,Serve_Rally_Control,First_Serve_Power,First_Serve_Dominance,Second_Serve_Aggression,Second_Serve_Effectiveness,First_Serve_Placement_Strategy,Second_Serve_Placement_Strategy,Serve_Type_Adaptability,Serve_Consistency,Power_Control_Balance,Clutch_Serving,Serve_Tactical_Intelligence,Serve_Match_Impact,Overall_Serve_Game
Iga Swiatek,2023 Warsaw SF,W vsWickmayer,2023,0.116,0.232,0.579,0.19,0.346,1.19,0.195,0.255,0.489,0.276,0.74,0.352,0.5,0.359,0.304,0.303
Iga Swiatek,2023 Warsaw QF,W vsNoskova,2023,0.333,0.471,0.545,0.425,0.484,1.19,0.3,0.255,0.583,0.398,0.692,0.624,0.5,0.427,0.438,0.445
Iga Swiatek,2023 Warsaw R16,W vsLiu,2023,0.193,0.333,0.565,0.211,0.398,1.04,0.223,0.333,0.139,0.317,0.704,0.414,0.0,0.221,0.349,0.327
Iga Swiatek,2023 Warsaw R32,W vsAbduraimova,2023,0.169,0.308,0.538,0.22,0.382,0.23,0.217,0.402,0.31,0.305,0.719,0.421,0.416,0.348,0.336,0.331
Iga Swiatek,2023 Wimbledon QF,L vsSvitolina,2023,0.163,0.327,0.519,0.197,0.366,0.33,0.187,0.255,0.103,0.283,0.7,0.393,0.0,0.185,0.255,0.297
Iga Swiatek,2023 Wimbledon R16,W vsBencic,2023,0.299,0.43,0.597,0.282,0.432,0.03,0.422,0.15,0.067,0.425,0.979,0.504,0.0,0.213,0.468,0.403
Iga Swiatek,2023 Wimbledon R32,W vsMartic,2023,0.2,0.338,0.51,0.17,0.327,0.37,0.328,0.393,0.147,0.326,0.998,0.402,0.25,0.288,0.359,0.332
Iga Swiatek,2023 Wimbledon R64,W vsSorribes Tormo,2023,0.111,0.306,0.742,0.087,0.359,0.11,0.33,0.263,0.143,0.344,0.944,0.183,0.0,0.219,0.379,0.317
Iga Swiatek,2023 Wimbledon R128,W vsZhu,2023,0.163,0.245,0.641,0.167,0.32,0.23,0.34,0.27,0.185,0.328,0.962,0.349,0.0,0.222,0.36,0.316
Iga Swiatek,2023 Bad Homburg QF,W vsBlinkova,2023,0.226,0.453,0.659,0.25,0.424,1.04,0.422,0.3,0.192,0.421,0.995,0.397,0.0,0.267,0.463,0.397
Iga Swiatek,2023 Bad Homburg R16,W vsTeichmann,2023,0.232,0.321,0.605,0.286,0.414,1.04,0.222,0.508,0.278,0.325,0.681,0.499,0.334,0.354,0.358,0.37
Iga Swiatek,2023 Bad Homburg R32,W vsMaria,2023,0.183,0.366,0.632,0.19,0.374,0.11,0.33,0.319,0.222,0.353,0.915,0.351,0.0,0.249,0.388,0.347
Iga Swiatek,2023 Roland Garros F,W vsMuchova,2023,0.17,0.227,0.514,0.182,0.295,0.06,0.274,0.16,0.071,0.284,0.958,0.432,0.0,0.16,0.313,0.283
Iga Swiatek,2023 Roland Garros SF,W vsHaddad Maia,2023,0.197,0.329,0.544,0.261,0.396,0.04,0.273,0.13,0.108,0.338,0.782,0.472,0.0,0.183,0.372,0.329
Iga Swiatek,2023 Roland Garros QF,W vsGauff,2023,0.302,0.377,0.541,0.333,0.395,1.04,0.395,0.367,0.236,0.393,1.0,0.59,0.0,0.278,0.433,0.397
Iga Swiatek,2023 Roland Garros R16,W vsTsurenko,2023,0.176,0.176,0.5,0.091,0.168,1.04,0.458,0.262,0.667,0.299,0.56,0.366,0.5,0.405,0.329,0.309
Iga Swiatek,2023 Roland Garros R32,W vsWang,2023,0.206,0.324,0.692,0.286,0.465,0.3,0.255,0.324,0.111,0.367,0.658,0.442,0.0,0.234,0.404,0.365
Iga Swiatek,2023 Roland Garros R64,W vsLiu,2023,0.138,0.259,0.542,0.188,0.329,0.3,0.258,0.514,0.096,0.295,0.868,0.377,0.214,0.283,0.325,0.302
Iga Swiatek,2023 Roland Garros R128,W vsBucsa,2023,0.26,0.38,0.529,0.281,0.396,0.97,0.377,0.382,0.631,0.385,0.962,0.524,0.666,0.49,0.424,0.411
Iga Swiatek,2023 Rome QF,L vsRybakina,2023,0.205,0.356,0.618,0.289,0.443,0.36,0.273,0.222,0.214,0.364,0.712,0.46,0.0,0.233,0.328,0.359
Iga Swiatek,2023 Rome R16,W vsVekic,2023,0.269,0.418,0.542,0.304,0.445,0.46,0.292,0.696,0.583,0.374,0.737,0.526,1.0,0.605,0.411,0.435
Iga Swiatek,2023 Rome R32,W vsTsurenko,2023,0.163,0.326,0.618,0.214,0.371,0.42,0.316,0.6,0.333,0.344,0.895,0.372,0.5,0.424,0.378,0.361
Iga Swiatek,2023 Rome R64,W vsPavlyuchenkova,2023,0.233,0.395,0.563,0.25,0.429,0.23,0.288,0.597,0.167,0.363,0.754,0.457,0.5,0.398,0.399,0.386
Iga Swiatek,2023 Madrid F,L vsSabalenka,2023,0.278,0.329,0.464,0.288,0.364,0.59,0.315,0.286,0.19,0.34,0.905,0.602,0.0,0.231,0.306,0.354
Iga Swiatek,2023 Madrid SF,W vsKudermetova,2023,0.152,0.239,0.641,0.25,0.34,1.04,0.304,0.35,0.667,0.322,0.931,0.419,0.5,0.432,0.355,0.35
Iga Swiatek,2023 Madrid QF,W vsMartic,2023,0.255,0.34,0.636,0.3,0.415,0.38,0.368,0.31,0.2,0.392,0.91,0.506,0.0,0.259,0.431,0.385
Iga Swiatek,2023 Madrid R16,W vsAlexandrova,2023,0.337,0.477,0.582,0.397,0.488,0.18,0.403,0.628,0.608,0.448,0.843,0.592,1.0,0.626,0.492,0.491
Iga Swiatek,2023 Madrid R32,W vsPera,2023,0.465,0.535,0.522,0.571,0.578,1.04,0.377,0.361,0.315,0.484,0.668,0.745,0.0,0.329,0.533,0.496
Iga Swiatek,2023 Madrid R64,W vsGrabher,2023,0.185,0.296,0.619,0.206,0.363,0.17,0.321,0.287,0.394,0.342,0.921,0.395,0.0,0.273,0.376,0.34
Iga Swiatek,2023 Stuttgart F,W vsSabalenka,2023,0.213,0.311,0.652,0.225,0.39,0.11,0.328,0.287,0.222,0.36,0.884,0.418,0.0,0.246,0.396,0.356
Iga Swiatek,2023 Stuttgart QF,W vsPliskova,2023,0.272,0.432,0.545,0.327,0.468,0.13,0.329,0.578,0.548,0.403,0.757,0.538,0.875,0.561,0.443,0.44
Iga Swiatek,2023 Stuttgart R16,W vsZheng,2023,0.288,0.327,0.6,0.375,0.491,0.17,0.237,0.251,0.5,0.373,0.602,0.604,0.5,0.399,0.411,0.41
Iga Swiatek,2023 Indian Wells SF,L vsRybakina,2023,0.163,0.209,0.324,0.179,0.235,0.35,0.217,0.429,0.365,0.226,0.964,0.55,0.0,0.249,0.203,0.261
Iga Swiatek,2023 Indian Wells QF,W vsCirstea,2023,0.231,0.365,0.538,0.265,0.39,0.37,0.323,0.371,0.305,0.357,0.875,0.491,0.0,0.278,0.393,0.362
Iga Swiatek,2023 Indian Wells R16,W vsRaducanu,2023,0.191,0.34,0.703,0.212,0.434,0.18,0.248,0.279,0.318,0.348,0.689,0.362,0.0,0.258,0.382,0.356
Iga Swiatek,2023 Indian Wells R32,W vsAndreescu,2023,0.164,0.247,0.475,0.18,0.311,1.04,0.196,0.165,0.111,0.257,0.794,0.433,0.0,0.158,0.283,0.273
Iga Swiatek,2023 Indian Wells R64,W vsLiu,2023,0.244,0.366,0.692,0.286,0.44,0.9,0.425,0.327,0.333,0.431,0.972,0.456,0.0,0.304,0.474,0.406
Iga Swiatek,2023 Dubai F,L vsKrejcikova,2023,0.241,0.352,0.316,0.25,0.348,0.97,0.214,0.151,0.296,0.285,0.766,0.613,0.166,0.237,0.257,0.317
Iga Swiatek,2023 Dubai SF,W vsGauff,2023,0.283,0.396,0.543,0.324,0.44,0.97,0.312,0.305,0.325,0.38,0.775,0.56,0.0,0.278,0.418,0.39
Iga Swiatek,2023 Dubai R16,W vsSamsonova,2023,0.372,0.395,0.556,0.419,0.465,1.04,0.342,0.215,0.111,0.407,0.782,0.672,0.0,0.228,0.447,0.42
Iga Swiatek,2023 Dubai R32,W vsFernandez,2023,0.283,0.37,0.531,0.4,0.46,0.47,0.245,0.333,0.315,0.36,0.65,0.63,0.25,0.324,0.396,0.393
Iga Swiatek,2023 Doha F,W vsPegula,2023,0.318,0.364,0.5,0.406,0.458,1.04,0.195,0.301,0.333,0.336,0.59,0.675,0.0,0.261,0.37,0.384
Iga Swiatek,2023 Doha SF,W vsKudermetova,2023,0.242,0.455,0.8,0.261,0.478,1.04,0.442,0.258,0.301,0.46,0.931,0.375,0.0,0.296,0.506,0.433
Iga Swiatek,2023 Doha R16,W vsCollins,2023,0.409,0.5,0.583,0.452,0.516,0.82,0.469,0.199,0.111,0.492,0.91,0.653,0.0,0.259,0.542,0.472
Iga Swiatek,2023 Australian Open R16,L vsRybakina,2023,0.196,0.286,0.477,0.171,0.299,0.46,0.315,0.406,0.037,0.305,0.968,0.437,0.334,0.277,0.274,0.315
Iga Swiatek,2023 Australian Open R32,W vsBucsa,2023,0.382,0.5,0.714,0.5,0.602,1.04,0.397,0.233,0.181,0.506,0.663,0.614,0.0,0.285,0.557,0.489
Iga Swiatek,2023 Australian Open R64,W vsOsorio,2023,0.232,0.357,0.488,0.267,0.36,1.04,0.286,0.41,0.489,0.325,0.863,0.52,0.584,0.427,0.358,0.37
Iga Swiatek,2023 Australian Open R128,W vsNiemeier,2023,0.282,0.385,0.547,0.289,0.439,0.13,0.356,0.139,0.395,0.399,0.848,0.537,0.25,0.316,0.439,0.397
Iga Swiatek,2023 United Cup SF,L vsPegula,2023,0.098,0.171,0.314,0.115,0.189,0.42,0.185,0.5,0.413,0.186,0.991,0.398,0.5,0.357,0.168,0.232
Iga Swiatek,2023 United Cup RR,W vsPutintseva,2023,0.262,0.524,0.71,0.267,0.464,1.04,0.508,0.355,0.333,0.482,0.915,0.398,0.0,0.331,0.53,0.447
Iga Swiatek,2023 United Cup RR,W vsBencic,2023,0.262,0.323,0.574,0.279,0.379,1.04,0.355,0.304,0.262,0.366,0.952,0.53,0.0,0.26,0.403,0.37
Iga Swiatek,2023 United Cup RR,W vsTrevisan,2023,0.322,0.475,0.538,0.341,0.449,0.23,0.407,0.558,0.75,0.428,0.919,0.566,0.75,0.583,0.471,0.467
Iga Swiatek,2022 Fort Worth Finals SF,L vsSabalenka,2022,0.171,0.268,0.435,0.226,0.307,0.39,0.253,0.424,0.528,0.281,0.898,0.5,0.643,0.431,0.253,0.325
Iga Swiatek,2022 Fort Worth Finals RR,W vsGarcia,2022,0.35,0.467,0.459,0.429,0.509,0.07,0.323,0.229,0.179,0.422,0.69,0.677,0.0,0.251,0.465,0.42
Iga Swiatek,2022 Fort Worth Finals RR,W vsGauff,2022,0.125,0.292,0.659,0.132,0.322,0.04,0.347,0.541,0.0,0.332,0.952,0.259,0.25,0.291,0.365,0.32
Iga Swiatek,2022 Fort Worth Finals RR,W vsKasatkina,2022,0.132,0.226,0.738,0.135,0.344,0.35,0.297,0.332,0.257,0.321,0.911,0.265,0.0,0.246,0.353,0.315
Iga Swiatek,2022 San Diego F,W vsVekic,2022,0.328,0.41,0.61,0.273,0.393,1.04,0.53,0.296,0.276,0.453,0.76,0.521,0.0,0.296,0.499,0.428
Iga Swiatek,2022 San Diego SF,W vsPegula,2022,0.247,0.296,0.542,0.211,0.293,0.03,0.505,0.213,0.077,0.388,0.654,0.488,0.0,0.213,0.427,0.353
Iga Swiatek,2022 San Diego QF,W vsGauff,2022,0.233,0.395,0.656,0.258,0.446,0.03,0.297,0.154,0.179,0.376,0.742,0.429,0.0,0.217,0.414,0.374
Iga Swiatek,2022 San Diego R16,W vsZheng,2022,0.286,0.416,0.604,0.292,0.424,0.21,0.424,0.68,0.218,0.422,0.999,0.505,0.5,0.449,0.465,0.434
Iga Swiatek,2022 Ostrava F,L vsKrejcikova,2022,0.263,0.281,0.463,0.287,0.347,0.33,0.274,0.69,0.593,0.312,0.864,0.617,1.0,0.581,0.281,0.391
Iga Swiatek,2022 Ostrava SF,W vsAlexandrova,2022,0.305,0.429,0.472,0.32,0.399,0.64,0.392,0.421,0.301,0.394,0.986,0.591,0.375,0.377,0.434,0.41
Iga Swiatek,2022 Ostrava QF,W vsMcnally,2022,0.152,0.258,0.556,0.16,0.299,0.25,0.303,0.616,0.611,0.3,0.991,0.358,0.9,0.545,0.33,0.345
Iga Swiatek,2022 Ostrava R16,W vsTomljanovic,2022,0.137,0.294,0.605,0.161,0.373,0.43,0.236,0.174,0.306,0.309,0.761,0.313,0.25,0.269,0.34,0.311
Iga Swiatek,2022 US Open F,W vsJabeur,2022,0.167,0.222,0.483,0.175,0.278,0.35,0.244,0.352,0.074,0.262,0.934,0.44,0.3,0.25,0.288,0.286
Iga Swiatek,2022 US Open SF,W vsSabalenka,2022,0.192,0.269,0.467,0.246,0.355,0.64,0.127,0.494,0.222,0.25,0.634,0.522,0.3,0.303,0.275,0.309
Iga Swiatek,2022 US Open QF,W vsPegula,2022,0.181,0.236,0.411,0.188,0.252,0.47,0.313,0.375,0.474,0.278,0.885,0.503,0.5,0.381,0.306,0.31
Iga Swiatek,2022 US Open R16,W vsNiemeier,2022,0.173,0.284,0.462,0.216,0.309,0.23,0.274,0.471,0.394,0.292,0.931,0.468,0.584,0.406,0.321,0.327
Iga Swiatek,2022 US Open R32,W vsDavis,2022,0.301,0.37,0.521,0.364,0.464,0.21,0.282,0.439,0.647,0.379,0.694,0.623,0.5,0.469,0.417,0.421
Iga Swiatek,2022 US Open R64,W vsStephens,2022,0.306,0.469,0.594,0.367,0.491,0.23,0.397,0.645,0.182,0.446,0.828,0.552,0.5,0.444,0.491,0.454
Iga Swiatek,2022 US Open R128,W vsPaolini,2022,0.275,0.375,0.483,0.32,0.372,1.04,0.37,0.416,0.548,0.369,0.997,0.59,0.5,0.44,0.406,0.401
Iga Swiatek,2022 Cincinnati R16,L vsKeys,2022,0.222,0.302,0.383,0.324,0.383,0.21,0.21,0.446,0.741,0.302,0.707,0.65,0.7,0.498,0.272,0.362
Iga Swiatek,2022 Cincinnati R32,W vsStephens,2022,0.206,0.324,0.51,0.283,0.409,0.66,0.179,0.145,0.178,0.303,0.631,0.517,0.166,0.219,0.333,0.327
Iga Swiatek,2022 Toronto R16,L vsHaddad Maia,2022,0.261,0.366,0.458,0.275,0.385,1.09,0.32,0.314,0.485,0.354,0.878,0.562,0.358,0.373,0.318,0.376
Iga Swiatek,2022 Toronto R32,W vsTomljanovic,2022,0.273,0.318,0.516,0.269,0.373,0.37,0.329,0.206,0.116,0.352,0.916,0.561,0.0,0.205,0.387,0.354
Iga Swiatek,2022 Warsaw QF,L vsGarcia,2022,0.313,0.375,0.313,0.343,0.347,0.21,0.331,0.522,0.488,0.338,0.968,0.729,0.619,0.461,0.304,0.392
Iga Swiatek,2022 Warsaw R16,W vsLee,2022,0.255,0.468,0.765,0.294,0.501,0.11,0.39,0.265,0.111,0.448,0.801,0.412,0.0,0.255,0.493,0.427
Iga Swiatek,2022 Warsaw R32,W vsFrech,2022,0.238,0.357,0.71,0.318,0.502,0.43,0.319,0.303,0.167,0.417,0.694,0.471,0.0,0.261,0.458,0.398
Iga Swiatek,2022 Wimbledon R32,L vsCornet,2022,0.183,0.317,0.375,0.273,0.393,0.59,0.16,0.675,0.449,0.285,0.627,0.565,0.75,0.489,0.257,0.342
Iga Swiatek,2022 Wimbledon R64,W vsPattinama Kerkhove,2022,0.356,0.46,0.436,0.433,0.47,0.59,0.31,0.155,0.103,0.395,0.725,0.697,0.0,0.21,0.434,0.405
Iga Swiatek,2022 Wimbledon R128,W vsFett,2022,0.268,0.357,0.421,0.364,0.4,0.31,0.286,0.371,0.167,0.347,0.796,0.66,0.125,0.271,0.381,0.364
Iga Swiatek,2022 Roland Garros F,W vsGauff,2022,0.25,0.386,0.576,0.344,0.455,1.19,0.208,0.362,0.0,0.341,0.61,0.541,0.0,0.209,0.375,0.365
Iga Swiatek,2022 Roland Garros SF,W vsKasatkina,2022,0.125,0.25,0.727,0.143,0.357,0.23,0.27,0.342,0.0,0.316,0.84,0.263,0.0,0.195,0.347,0.306
Iga Swiatek,2022 Roland Garros QF,W vsPegula,2022,0.37,0.481,0.471,0.282,0.381,1.04,0.547,0.417,0.067,0.455,0.718,0.585,0.25,0.329,0.5,0.438
Iga Swiatek,2022 Roland Garros R16,W vsZheng,2022,0.175,0.282,0.536,0.2,0.31,0.67,0.32,0.306,0.098,0.313,0.981,0.42,0.125,0.231,0.344,0.313
Iga Swiatek,2022 Roland Garros R32,W vsKovinic,2022,0.273,0.364,0.55,0.4,0.483,1.04,0.213,0.23,0.509,0.358,0.583,0.617,0.5,0.391,0.394,0.402
Iga Swiatek,2022 Roland Garros R64,W vsRiske Amritraj,2022,0.231,0.462,0.69,0.269,0.507,0.11,0.3,0.266,0.162,0.411,0.661,0.402,0.0,0.25,0.452,0.399
Iga Swiatek,2022 Roland Garros R128,W vsTsurenko,2022,0.111,0.361,0.71,0.087,0.366,0.11,0.36,0.503,0.278,0.361,0.989,0.18,0.5,0.401,0.398,0.351
Iga Swiatek,2022 Rome F,W vsJabeur,2022,0.158,0.228,0.553,0.188,0.316,0.56,0.264,0.208,0.2,0.291,0.9,0.407,0.166,0.231,0.32,0.297
Iga Swiatek,2022 Rome SF,W vsSabalenka,2022,0.25,0.318,0.581,0.308,0.397,0.3,0.343,0.338,0.444,0.371,0.898,0.542,0.5,0.405,0.408,0.392
Iga Swiatek,2022 Rome QF,W vsAndreescu,2022,0.188,0.275,0.538,0.262,0.359,0.33,0.267,0.338,0.295,0.315,0.832,0.493,0.5,0.353,0.347,0.341
Iga Swiatek,2022 Rome R16,W vsAzarenka,2022,0.184,0.286,0.442,0.15,0.249,0.09,0.376,0.338,0.201,0.306,0.777,0.419,0.286,0.287,0.336,0.307
Iga Swiatek,2022 Rome R32,W vsRuse,2022,0.243,0.297,0.56,0.364,0.448,0.42,0.222,0.272,0.048,0.343,0.636,0.599,0.0,0.201,0.377,0.353
Iga Swiatek,2022 Stuttgart F,W vsSabalenka,2022,0.222,0.333,0.6,0.25,0.412,0.3,0.272,0.196,0.042,0.347,0.755,0.458,0.0,0.186,0.381,0.345
Iga Swiatek,2022 Stuttgart SF,W vsSamsonova,2022,0.277,0.393,0.519,0.338,0.398,0.25,0.388,0.363,0.024,0.391,0.98,0.578,0.25,0.284,0.43,0.39
Iga Swiatek,2022 Stuttgart QF,W vsRaducanu,2022,0.158,0.211,0.66,0.189,0.309,0.43,0.328,0.145,0.4,0.316,0.964,0.371,0.5,0.336,0.348,0.329
Iga Swiatek,2022 Stuttgart R16,W vsLys,2022,0.22,0.293,0.594,0.269,0.36,1.04,0.328,0.623,0.19,0.344,0.937,0.492,0.5,0.4,0.378,0.372
Iga Swiatek,2022 BJK Cup RR,W vsBuzarnescu,2022,0.268,0.463,0.655,0.276,0.482,0.03,0.341,0.414,0.048,0.416,0.754,0.445,0.0,0.259,0.457,0.409
Iga Swiatek,2022 BJK Cup RR,W vsPrisacariu,2022,0.244,0.39,0.6,0.323,0.43,1.19,0.278,0.516,0.222,0.359,0.738,0.509,0.5,0.391,0.395,0.397
Iga Swiatek,2022 Miami F,W vsOsaka,2022,0.37,0.478,0.571,0.4,0.492,0.46,0.446,0.331,0.133,0.469,0.913,0.617,0.0,0.28,0.516,0.452
Iga Swiatek,2022 Miami SF,W vsPegula,2022,0.246,0.362,0.48,0.283,0.409,0.01,0.24,0.242,0.097,0.331,0.713,0.547,0.083,0.217,0.364,0.345
Iga Swiatek,2022 Miami QF,W vsKvitova,2022,0.442,0.481,0.556,0.459,0.491,0.57,0.525,0.247,0.318,0.504,0.934,0.692,0.0,0.315,0.555,0.486
Iga Swiatek,2022 Miami R16,W vsGauff,2022,0.38,0.42,0.586,0.455,0.494,0.38,0.404,0.294,0.315,0.451,0.835,0.672,0.0,0.302,0.496,0.452
Iga Swiatek,2022 Miami R32,W vsBrengle,2022,0.106,0.128,0.634,0.208,0.315,1.19,0.205,0.067,0.162,0.264,0.801,0.381,0.0,0.151,0.29,0.262
Iga Swiatek,2022 Miami R64,W vsGolubic,2022,0.218,0.345,0.537,0.27,0.398,0.09,0.263,0.312,0.492,0.335,0.763,0.494,0.6,0.415,0.368,0.371
Iga Swiatek,2022 Indian Wells F,W vsSakkari,2022,0.235,0.333,0.531,0.324,0.403,0.51,0.31,0.62,0.083,0.359,0.83,0.56,0.5,0.384,0.395,0.38
Iga Swiatek,2022 Indian Wells SF,W vsHalep,2022,0.189,0.257,0.509,0.256,0.31,0.07,0.308,0.549,0.241,0.308,0.995,0.513,0.416,0.364,0.338,0.336
Iga Swiatek,2022 Indian Wells QF,W vsKeys,2022,0.2,0.311,0.676,0.2,0.406,0.17,0.328,0.519,0.2,0.369,0.855,0.378,0.5,0.391,0.405,0.377
Iga Swiatek,2022 Indian Wells R16,W vsKerber,2022,0.207,0.304,0.485,0.23,0.329,0.67,0.324,0.268,0.113,0.325,0.989,0.493,0.0,0.206,0.358,0.321
Iga Swiatek,2022 Indian Wells R32,W vsTauson,2022,0.267,0.333,0.556,0.302,0.395,0.49,0.311,0.326,0.237,0.355,0.846,0.555,0.0,0.255,0.39,0.369
Iga Swiatek,2022 Indian Wells R64,W vsKalinina,2022,0.221,0.326,0.453,0.3,0.403,0.03,0.225,0.43,0.078,0.32,0.7,0.573,0.286,0.287,0.352,0.341
Iga Swiatek,2022 Doha F,W vsKontaveit,2022,0.295,0.364,0.516,0.324,0.426,1.04,0.215,0.216,0.389,0.328,0.656,0.597,0.25,0.302,0.361,0.378
Iga Swiatek,2022 Doha SF,W vsSakkari,2022,0.076,0.121,0.533,0.06,0.21,0.28,0.209,0.449,0.12,0.208,0.998,0.199,0.458,0.289,0.229,0.229
Iga Swiatek,2022 Doha QF,W vsSabalenka,2022,0.286,0.381,0.429,0.357,0.443,0.46,0.207,0.169,0.056,0.334,0.624,0.65,0.0,0.178,0.367,0.354
Iga Swiatek,2022 Doha R16,W vsKasatkina,2022,0.118,0.255,0.651,0.128,0.304,0.23,0.343,0.17,0.056,0.321,0.925,0.26,0.0,0.173,0.353,0.292
Iga Swiatek,2022 Doha R32,W vsGolubic,2022,0.215,0.342,0.5,0.235,0.372,0.18,0.279,0.247,0.292,0.328,0.831,0.479,0.25,0.289,0.361,0.343
Iga Swiatek,2022 Dubai R16,L vsOstapenko,2022,0.373,0.407,0.171,0.338,0.301,0.01,0.409,0.397,0.405,0.349,0.804,0.83,0.531,0.406,0.314,0.392
Iga Swiatek,2022 Dubai R32,W vsKasatkina,2022,0.143,0.265,0.619,0.2,0.408,1.04,0.17,0.355,0.458,0.298,0.622,0.362,0.75,0.432,0.328,0.337
Iga Swiatek,2022 Australian Open SF,L vsCollins,2022,0.17,0.226,0.325,0.29,0.354,1.19,0.072,0.235,0.63,0.225,0.569,0.667,0.5,0.363,0.202,0.294
Iga Swiatek,2022 Australian Open QF,W vsKanepi,2022,0.239,0.292,0.5,0.292,0.385,0.5,0.262,0.347,0.13,0.328,0.782,0.574,0.25,0.276,0.36,0.347
Iga Swiatek,2022 Australian Open R16,W vsCirstea,2022,0.236,0.349,0.474,0.309,0.448,0.02,0.161,0.24,0.328,0.316,0.563,0.569,0.056,0.251,0.347,0.344
Iga Swiatek,2022 Australian Open R32,W vsKasatkina,2022,0.173,0.307,0.541,0.16,0.327,0.56,0.303,0.186,0.357,0.315,0.954,0.366,0.0,0.235,0.346,0.312
Iga Swiatek,2022 Australian Open R64,W vsPeterson,2022,0.294,0.412,0.543,0.364,0.434,0.37,0.363,0.295,0.343,0.4,0.868,0.588,0.0,0.288,0.44,0.404
Iga Swiatek,2022 Australian Open R128,W vsDart,2022,0.182,0.364,0.667,0.24,0.435,1.04,0.31,0.611,0.622,0.376,0.779,0.381,1.0,0.597,0.414,0.413
Iga Swiatek,2022 Adelaide 1 SF,L vsBarty,2022,0.238,0.317,0.477,0.308,0.396,0.25,0.249,0.35,0.307,0.327,0.744,0.585,0.166,0.296,0.295,0.351
Iga Swiatek,2022 Adelaide 1 QF,W vsAzarenka,2022,0.055,0.096,0.574,0.089,0.215,1.19,0.208,0.191,0.067,0.21,0.986,0.206,0.0,0.136,0.231,0.205
Iga Swiatek,2022 Adelaide 1 R16,W vsFernandez,2022,0.341,0.5,0.655,0.375,0.523,1.04,0.375,0.278,0.167,0.454,0.743,0.544,0.0,0.27,0.499,0.45
Iga Swiatek,2022 Adelaide 1 R32,W vsSaville,2022,0.188,0.333,0.564,0.258,0.403,1.04,0.234,0.28,0.236,0.324,0.713,0.451,0.0,0.233,0.357,0.333
Iga Swiatek,2021 Guadalajara Finals RR,W vsBadosa,2021,0.238,0.381,0.578,0.333,0.444,0.09,0.326,0.72,0.256,0.388,0.789,0.525,0.5,0.451,0.427,0.409
Iga Swiatek,2021 Guadalajara Finals RR,L vsSakkari,2021,0.233,0.367,0.5,0.241,0.331,1.29,0.443,0.684,0.6,0.38,0.799,0.489,1.0,0.609,0.342,0.412
Iga Swiatek,2021 Guadalajara Finals RR,L vsSabalenka,2021,0.247,0.329,0.508,0.314,0.399,0.03,0.29,0.657,0.472,0.347,0.805,0.575,0.834,0.532,0.313,0.399
Iga Swiatek,2021 Indian Wells R16,L vsOstapenko,2021,0.309,0.327,0.371,0.258,0.292,0.47,0.425,0.189,0.033,0.351,0.765,0.658,0.0,0.185,0.316,0.348
Iga Swiatek,2021 Indian Wells R32,W vsKudermetova,2021,0.455,0.545,0.722,0.65,0.648,1.04,0.415,0.067,0.148,0.539,0.628,0.696,0.0,0.259,0.593,0.524
Iga Swiatek,2021 Indian Wells R64,W vsMartic,2021,0.154,0.333,0.633,0.13,0.376,0.97,0.312,0.187,0.151,0.346,0.88,0.28,0.0,0.206,0.38,0.321
Iga Swiatek,2021 Ostrava SF,L vsSakkari,2021,0.209,0.373,0.519,0.261,0.389,0.46,0.28,0.476,0.5,0.338,0.804,0.474,0.625,0.455,0.304,0.376
Iga Swiatek,2021 Ostrava QF,W vsRybakina,2021,0.369,0.462,0.487,0.426,0.505,0.3,0.275,0.473,0.25,0.398,0.632,0.675,0.25,0.354,0.438,0.436
Iga Swiatek,2021 Ostrava R16,W vsPutintseva,2021,0.203,0.266,0.608,0.343,0.46,1.04,0.195,0.444,0.165,0.338,0.589,0.545,0.166,0.29,0.371,0.354
Iga Swiatek,2021 US Open R16,L vsBencic,2021,0.314,0.407,0.436,0.449,0.49,0.27,0.259,0.4,0.243,0.383,0.63,0.708,0.125,0.307,0.345,0.402
Iga Swiatek,2021 US Open R32,W vsKontaveit,2021,0.247,0.309,0.509,0.35,0.413,0.14,0.289,0.299,0.053,0.355,0.78,0.612,0.0,0.212,0.39,0.354
Iga Swiatek,2021 Cincinnati R32,L vsJabeur,2021,0.25,0.411,0.41,0.357,0.469,0.25,0.262,0.169,0.46,0.373,0.66,0.618,0.334,0.342,0.336,0.379
Iga Swiatek,2021 Tokyo Olympics R32,L vsBadosa,2021,0.136,0.318,0.514,0.118,0.293,0.68,0.355,0.114,0.616,0.32,0.883,0.29,0.5,0.374,0.288,0.317
Iga Swiatek,2021 Wimbledon R16,L vsJabeur,2021,0.162,0.309,0.404,0.226,0.374,0.06,0.22,0.397,0.333,0.302,0.734,0.485,0.25,0.317,0.272,0.311
Iga Swiatek,2021 Wimbledon R32,W vsBegu,2021,0.474,0.474,0.6,0.667,0.643,1.04,0.349,0.287,0.121,0.506,0.555,0.779,0.0,0.284,0.557,0.503
Iga Swiatek,2021 Wimbledon R128,W vsHsieh,2021,0.396,0.491,0.548,0.441,0.54,0.4,0.358,0.373,0.091,0.455,0.695,0.659,0.0,0.275,0.501,0.456
