Player,Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
Iga Swiatek,2023 Roland Garros R32,W vsWang,3.9,4.3,3.4,75.0%,78.9%,72.7%,0.0%,38.7%,1.5%,12.5,30.5,12.5,18.7
Iga Swiatek,2023 Roland Garros R64,W vsLiu,4.1,4.1,4.0,54.9%,57.9%,69.2%,100.0%,38.8%,5.2%,10.0,14.7,17.5,16.2
Iga Swiatek,2023 Roland Garros R128,W vsBucsa,3.2,3.0,3.5,61.3%,55.6%,71.4%,100.0%,42.7%,5.3%,12.5,23.1,9.0,12.7
Iga Swiatek,2023 Rome QF,L vsRybakina,3.5,3.7,3.4,52.9%,48.8%,50.0%,62.5%,50.0%,6.7%,9.5,8.6,23.0,20.7
Iga Swiatek,2023 Rome R16,W vsVekic,3.3,3.2,3.4,59.5%,51.7%,28.6%,60.0%,51.3%,5.3%,9.0,11.7,5.5,7.6
Iga Swiatek,2023 Rome R32,W vsTsurenko,4.4,4.3,4.5,66.7%,42.9%,70.0%,72.7%,49.1%,0.0%,17.0,20.5,13.0,14.8
Iga Swiatek,2023 Rome R64,W vsPavlyuchenkova,3.5,3.3,3.7,64.8%,63.2%,72.7%,100.0%,56.6%,1.8%,15.5,22.5,7.5,13.6
Iga Swiatek,2023 Madrid F,L vsSabalenka,3.5,4.1,3.1,51.8%,44.7%,47.1%,37.5%,37.6%,3.9%,5.0,6.0,14.0,9.7
Iga Swiatek,2023 Madrid SF,W vsKudermetova,4.3,5.2,3.4,52.3%,69.0%,68.8%,83.3%,54.2%,3.9%,21.5,24.4,18.5,25.0
Iga Swiatek,2023 Madrid QF,W vsMartic,3.5,3.7,3.2,63.3%,68.4%,63.6%,50.0%,60.2%,2.2%,18.5,28.5,8.5,19.3
Iga Swiatek,2023 Madrid R16,W vsAlexandrova,3.4,3.2,3.6,55.9%,58.5%,43.8%,25.0%,41.7%,4.1%,17.5,18.4,6.0,4.2
Iga Swiatek,2023 Madrid R32,W vsPera,3.2,2.7,3.6,54.4%,72.7%,87.5%,50.0%,49.2%,9.1%,13.0,21.7,6.0,10.0
Iga Swiatek,2023 Madrid R64,W vsGrabher,3.7,4.2,3.1,47.5%,75.0%,76.9%,80.0%,51.4%,1.4%,16.0,22.5,11.0,16.2
Iga Swiatek,2023 Stuttgart F,W vsSabalenka,3.8,4.0,3.6,49.3%,72.2%,53.3%,33.3%,51.0%,5.1%,18.0,18.9,12.5,14.0
Iga Swiatek,2023 Stuttgart QF,W vsPliskova,3.4,3.6,3.3,58.0%,51.5%,72.7%,54.5%,47.9%,7.1%,12.5,12.8,11.0,10.7
Iga Swiatek,2023 Stuttgart R16,W vsZheng,3.7,3.9,3.5,58.1%,72.0%,58.3%,20.0%,42.5%,5.4%,8.0,12.5,10.5,12.2
Iga Swiatek,2023 Indian Wells SF,L vsRybakina,3.5,4.1,3.1,33.3%,39.3%,54.5%,33.3%,51.1%,7.2%,-4.0,-6.3,5.5,8.6
Iga Swiatek,2023 Indian Wells QF,W vsCirstea,4.3,4.2,4.5,66.0%,50.0%,52.6%,60.0%,38.9%,4.2%,7.0,10.4,12.0,10.8
Iga Swiatek,2023 Indian Wells R16,W vsRaducanu,5.1,5.7,4.6,67.5%,61.3%,55.0%,70.0%,56.7%,3.0%,22.5,17.4,10.5,11.1
Iga Swiatek,2023 Indian Wells R32,W vsAndreescu,4.9,5.3,4.5,51.6%,48.8%,75.0%,55.6%,57.8%,1.5%,15.5,9.3,9.0,7.3
Iga Swiatek,2023 Indian Wells R64,W vsLiu,4.0,3.7,4.4,68.2%,62.5%,66.7%,100.0%,54.5%,3.1%,16.0,21.1,6.5,10.3
Iga Swiatek,2023 Dubai F,L vsKrejcikova,3.3,3.2,3.4,41.7%,28.0%,83.3%,40.0%,34.5%,0.0%,-1.0,-2.2,-5.0,-5.4
Iga Swiatek,2023 Dubai SF,W vsGauff,3.7,2.9,4.5,61.9%,58.3%,56.3%,75.0%,50.0%,3.5%,11.0,14.3,3.5,4.3
Iga Swiatek,2023 Dubai R16,W vsSamsonova,3.6,3.4,3.8,61.8%,60.0%,80.0%,66.7%,53.2%,0.0%,16.0,23.2,11.0,17.7
Iga Swiatek,2023 Dubai R32,W vsFernandez,4.5,4.3,4.7,82.5%,50.0%,58.3%,37.5%,32.5%,3.6%,9.5,18.6,17.0,16.5
Iga Swiatek,2023 Doha F,W vsPegula,4.9,5.1,4.7,71.1%,57.1%,50.0%,61.5%,64.1%,1.4%,8.5,6.9,12.5,17.9
Iga Swiatek,2023 Doha SF,W vsKudermetova,4.2,3.9,4.5,75.0%,68.4%,85.7%,80.0%,58.5%,3.9%,17.5,25.4,14.5,30.2
Iga Swiatek,2023 Doha R16,W vsCollins,3.4,3.2,3.7,82.2%,52.4%,100.0%,50.0%,49.0%,7.8%,8.0,17.0,4.0,8.5
Iga Swiatek,2023 Australian Open R16,L vsRybakina,3.4,3.5,3.3,39.4%,55.9%,71.4%,33.3%,53.8%,0.0%,8.5,11.5,-1.0,-1.5
Iga Swiatek,2023 Australian Open R32,W vsBucsa,3.8,4.1,3.6,72.7%,71.4%,71.4%,83.3%,43.9%,1.6%,7.5,15.6,16.0,26.2
Iga Swiatek,2023 Australian Open R64,W vsOsorio,5.1,4.6,5.7,73.2%,50.0%,64.3%,50.0%,68.3%,0.0%,16.5,11.0,5.5,7.9
Iga Swiatek,2023 Australian Open R128,W vsNiemeier,3.7,3.6,3.7,54.0%,51.2%,63.6%,62.5%,55.7%,2.0%,8.0,6.4,12.5,13.3
Iga Swiatek,2023 United Cup SF,L vsPegula,4.0,4.2,3.8,24.1%,60.0%,23.1%,71.4%,59.6%,3.4%,-3.0,-3.6,5.0,8.8
Iga Swiatek,2023 United Cup RR,W vsPutintseva,3.6,3.4,3.7,66.1%,52.4%,69.2%,0.0%,49.3%,0.0%,18.5,31.4,2.5,3.8
Iga Swiatek,2023 United Cup RR,W vsBencic,3.9,3.9,3.9,48.1%,65.8%,73.3%,40.0%,58.0%,7.6%,21.0,17.6,11.5,13.7
Iga Swiatek,2023 United Cup RR,W vsTrevisan,3.9,3.2,4.4,63.7%,45.5%,42.9%,55.6%,47.6%,3.3%,9.0,8.9,8.0,7.1
Iga Swiatek,2022 Fort Worth Finals SF,L vsSabalenka,2.7,3.0,2.4,40.6%,60.5%,50.0%,100.0%,55.1%,8.5%,1.0,1.2,8.5,13.1
Iga Swiatek,2022 Fort Worth Finals RR,W vsGarcia,3.5,3.0,4.1,56.1%,65.2%,53.8%,50.0%,50.4%,1.5%,17.0,27.4,17.0,25.8
Iga Swiatek,2022 Fort Worth Finals RR,W vsGauff,4.0,4.2,3.8,51.1%,71.1%,50.0%,75.0%,45.7%,3.4%,23.5,33.1,-1.0,-1.2
Iga Swiatek,2022 Fort Worth Finals RR,W vsKasatkina,4.9,4.7,5.2,42.9%,76.5%,58.8%,84.6%,46.1%,3.3%,22.5,22.5,20.5,17.4
Iga Swiatek,2022 San Diego F,W vsVekic,4.2,4.4,4.0,55.3%,57.7%,61.9%,58.3%,49.6%,5.1%,21.5,19.9,10.5,9.4
Iga Swiatek,2022 San Diego SF,W vsPegula,4.4,4.1,4.7,55.7%,53.2%,51.9%,71.4%,56.5%,5.1%,15.5,9.2,8.0,6.2
Iga Swiatek,2022 San Diego QF,W vsGauff,4.2,4.3,4.1,66.0%,58.3%,45.5%,66.7%,41.8%,7.6%,10.0,16.4,5.5,6.5
Iga Swiatek,2022 San Diego R16,W vsZheng,3.5,3.8,3.2,51.9%,57.5%,63.2%,50.0%,52.7%,7.0%,17.0,14.4,14.5,13.7
Iga Swiatek,2022 Ostrava F,L vsKrejcikova,3.8,3.9,3.7,45.6%,50.7%,52.2%,50.0%,42.8%,8.8%,3.5,2.7,17.0,9.7
Iga Swiatek,2022 Ostrava SF,W vsAlexandrova,3.7,3.7,3.8,55.5%,44.7%,38.5%,30.0%,48.2%,2.5%,7.0,5.3,-1.0,-0.6
Iga Swiatek,2022 Ostrava QF,W vsMcnally,4.9,5.0,4.7,49.2%,59.5%,40.0%,81.3%,50.2%,2.8%,12.5,9.2,16.5,12.1
Iga Swiatek,2022 Ostrava R16,W vsTomljanovic,5.5,5.5,5.6,63.6%,45.9%,40.0%,60.0%,50.0%,2.7%,10.0,7.2,7.0,5.0
Iga Swiatek,2022 US Open F,W vsJabeur,4.9,5.2,4.6,58.0%,54.1%,60.0%,42.9%,60.6%,0.8%,-1.5,-0.8,18.0,15.0
Iga Swiatek,2022 US Open SF,W vsSabalenka,3.7,4.1,3.3,54.8%,53.2%,68.4%,12.5%,45.8%,8.1%,5.0,5.0,17.5,14.1
Iga Swiatek,2022 US Open QF,W vsPegula,5.3,5.7,4.9,57.1%,53.7%,57.9%,50.0%,63.7%,3.2%,3.0,1.4,12.5,10.6
Iga Swiatek,2022 US Open R16,W vsNiemeier,3.4,3.9,3.0,52.8%,51.2%,77.3%,0.0%,48.8%,4.0%,8.0,6.8,8.0,6.7
Iga Swiatek,2022 US Open R32,W vsDavis,4.0,3.4,4.5,56.2%,50.0%,50.0%,70.0%,46.7%,2.2%,4.0,3.5,0.5,0.4
Iga Swiatek,2022 US Open R64,W vsStephens,3.4,2.9,3.8,60.9%,60.0%,50.0%,20.0%,44.9%,0.0%,11.5,18.5,1.0,1.3
Iga Swiatek,2022 US Open R128,W vsPaolini,4.2,3.8,4.6,59.1%,75.9%,64.3%,0.0%,44.8%,0.0%,7.5,10.7,7.5,8.0
Iga Swiatek,2022 Cincinnati R16,L vsKeys,3.0,2.9,3.2,46.3%,31.3%,83.3%,100.0%,57.0%,5.2%,-4.0,-5.4,4.0,7.3
Iga Swiatek,2022 Cincinnati R32,W vsStephens,3.9,3.5,4.3,54.1%,67.6%,45.0%,42.9%,53.1%,2.8%,17.0,14.4,-1.0,-1.0
Iga Swiatek,2022 Toronto R16,L vsHaddad Maia,3.6,3.3,4.1,46.8%,47.2%,63.6%,42.9%,57.8%,0.0%,-2.5,-1.4,8.0,5.8
Iga Swiatek,2022 Toronto R32,W vsTomljanovic,4.1,4.1,4.2,59.1%,70.0%,85.7%,80.0%,58.2%,0.0%,12.0,14.1,8.0,13.1
Iga Swiatek,2022 Warsaw QF,L vsGarcia,3.0,2.9,3.2,47.9%,52.4%,38.9%,100.0%,36.6%,5.8%,9.0,14.8,19.0,17.3
Iga Swiatek,2022 Warsaw R16,W vsLee,3.7,3.4,4.0,57.4%,75.0%,66.7%,71.4%,50.6%,1.2%,18.0,22.0,7.0,8.6
Iga Swiatek,2022 Warsaw R32,W vsFrech,4.3,4.4,4.2,58.1%,56.0%,78.6%,71.4%,63.6%,1.7%,26.5,25.7,1.5,2.5
Iga Swiatek,2022 Wimbledon R32,L vsCornet,3.7,3.5,3.9,38.2%,51.7%,44.4%,50.0%,53.3%,4.7%,3.0,3.3,0.5,0.6
Iga Swiatek,2022 Wimbledon R64,W vsPattinama Kerkhove,3.2,3.0,3.4,54.0%,58.3%,23.1%,66.7%,52.1%,3.5%,9.0,7.6,8.5,7.9
Iga Swiatek,2022 Wimbledon R128,W vsFett,2.9,2.7,3.2,55.8%,60.9%,66.7%,60.0%,49.6%,15.6%,12.0,19.7,2.5,4.6
Iga Swiatek,2022 Roland Garros F,W vsGauff,3.9,4.0,3.8,59.2%,65.7%,58.3%,60.0%,35.3%,2.8%,14.0,24.6,9.5,9.0
Iga Swiatek,2022 Roland Garros SF,W vsKasatkina,4.7,4.8,4.6,65.8%,56.3%,88.9%,88.9%,48.1%,3.2%,21.5,25.9,12.5,14.4
Iga Swiatek,2022 Roland Garros QF,W vsPegula,4.7,4.6,4.8,58.6%,64.3%,45.5%,50.0%,36.0%,0.6%,13.5,14.1,1.0,0.6
Iga Swiatek,2022 Roland Garros R16,W vsZheng,4.6,4.7,4.5,53.1%,61.1%,68.2%,57.1%,44.4%,4.2%,20.0,12.7,3.5,1.7
Iga Swiatek,2022 Roland Garros R32,W vsKovinic,3.8,3.9,3.7,52.9%,60.0%,63.6%,66.7%,55.3%,1.1%,2.5,2.4,5.5,6.5
Iga Swiatek,2022 Roland Garros R64,W vsRiske Amritraj,3.9,4.1,3.8,64.2%,52.6%,88.9%,85.7%,49.7%,0.0%,11.5,15.3,18.5,24.3
Iga Swiatek,2022 Roland Garros R128,W vsTsurenko,4.6,4.6,4.7,69.7%,73.9%,64.3%,83.3%,58.6%,1.5%,28.0,31.1,6.0,9.5
Iga Swiatek,2022 Rome F,W vsJabeur,4.2,4.6,3.7,54.2%,58.1%,60.0%,66.7%,51.3%,3.1%,7.5,7.8,4.0,4.3
Iga Swiatek,2022 Rome SF,W vsSabalenka,3.1,3.1,3.1,64.2%,63.6%,55.6%,100.0%,53.1%,1.7%,12.5,18.9,6.5,11.2
Iga Swiatek,2022 Rome QF,W vsAndreescu,4.2,4.2,4.1,51.5%,61.5%,65.0%,70.0%,48.0%,3.5%,17.0,16.7,10.0,9.2
Iga Swiatek,2022 Rome R16,W vsAzarenka,3.9,3.8,4.1,60.8%,45.0%,83.3%,25.0%,44.3%,3.8%,9.5,9.4,12.5,9.9
Iga Swiatek,2022 Rome R32,W vsRuse,3.7,3.6,3.8,58.7%,68.0%,72.7%,100.0%,40.7%,3.5%,11.0,19.0,7.0,8.4
Iga Swiatek,2022 Stuttgart F,W vsSabalenka,3.4,4.0,2.8,67.2%,42.4%,55.6%,50.0%,42.2%,1.2%,2.0,3.3,7.5,8.9
Iga Swiatek,2022 Stuttgart SF,W vsSamsonova,2.9,3.0,2.8,53.0%,53.8%,27.3%,50.0%,50.7%,2.1%,15.0,11.2,7.0,5.2
Iga Swiatek,2022 Stuttgart QF,W vsRaducanu,4.7,4.9,4.5,40.4%,64.9%,70.0%,66.7%,52.4%,1.7%,19.0,14.6,11.5,9.8
Iga Swiatek,2022 Stuttgart R16,W vsLys,4.5,4.8,4.3,62.2%,64.3%,71.4%,62.5%,48.2%,3.9%,16.5,17.9,11.0,11.2
Iga Swiatek,2022 BJK Cup RR,W vsBuzarnescu,4.0,3.5,4.7,71.1%,62.5%,80.0%,100.0%,57.8%,0.0%,16.0,22.9,7.5,13.9
Iga Swiatek,2022 BJK Cup RR,W vsPrisacariu,4.3,3.9,4.8,67.7%,73.1%,72.7%,80.0%,58.5%,5.4%,15.5,20.7,10.0,19.6
Iga Swiatek,2022 Miami F,W vsOsaka,3.3,2.8,3.6,54.3%,81.0%,53.8%,66.7%,61.0%,3.6%,16.0,20.8,7.0,13.2
Iga Swiatek,2022 Miami SF,W vsPegula,4.6,4.5,4.6,61.4%,53.7%,35.0%,64.3%,47.3%,0.0%,13.0,9.7,-1.5,-1.0
Iga Swiatek,2022 Miami QF,W vsKvitova,3.2,3.2,3.1,54.3%,71.4%,75.0%,28.6%,54.1%,3.3%,9.5,13.8,4.5,8.0
Iga Swiatek,2022 Miami R16,W vsGauff,3.8,3.4,4.3,58.1%,60.0%,72.7%,66.7%,52.2%,2.3%,12.0,12.9,0.5,0.6
Iga Swiatek,2022 Miami R32,W vsBrengle,6.1,6.3,6.0,55.2%,62.5%,52.9%,78.9%,47.8%,1.6%,10.5,9.2,10.5,8.3
Iga Swiatek,2022 Miami R64,W vsGolubic,4.4,4.4,4.4,68.6%,58.3%,62.5%,50.0%,44.1%,1.9%,5.0,6.1,12.0,11.8
Iga Swiatek,2022 Indian Wells F,W vsSakkari,3.6,4.0,3.3,57.7%,52.4%,63.6%,50.0%,47.6%,2.2%,9.0,12.2,6.5,7.5
Iga Swiatek,2022 Indian Wells SF,W vsHalep,4.6,4.6,4.6,53.8%,54.2%,72.2%,15.4%,44.8%,3.1%,4.0,3.3,8.5,5.6
Iga Swiatek,2022 Indian Wells QF,W vsKeys,3.6,3.7,3.4,65.3%,70.0%,90.9%,0.0%,73.4%,0.0%,18.5,21.3,6.5,19.7
Iga Swiatek,2022 Indian Wells R16,W vsKerber,4.1,3.7,4.5,62.9%,51.9%,42.9%,45.5%,47.2%,1.8%,10.5,7.4,1.0,0.6
Iga Swiatek,2022 Indian Wells R32,W vsTauson,3.6,3.9,3.5,51.4%,63.3%,63.2%,44.4%,52.9%,0.0%,6.5,4.6,1.5,1.1
Iga Swiatek,2022 Indian Wells R64,W vsKalinina,3.7,4.2,3.2,64.4%,52.2%,50.0%,42.9%,51.9%,0.8%,7.0,5.3,5.0,4.0
Iga Swiatek,2022 Doha F,W vsKontaveit,4.6,4.6,4.6,75.6%,55.2%,50.0%,62.5%,46.2%,4.1%,14.5,19.3,0.5,0.5
Iga Swiatek,2022 Doha SF,W vsSakkari,3.8,4.3,3.1,48.5%,51.4%,87.5%,33.3%,59.3%,1.3%,8.0,7.5,8.5,11.2
Iga Swiatek,2022 Doha QF,W vsSabalenka,3.4,3.4,3.4,53.1%,51.9%,100.0%,100.0%,52.8%,11.9%,17.5,25.0,10.0,17.2
Iga Swiatek,2022 Doha R16,W vsKasatkina,4.6,5.2,3.9,57.4%,72.2%,76.9%,60.0%,52.5%,4.7%,21.5,24.2,2.0,2.5
Iga Swiatek,2022 Doha R32,W vsGolubic,4.1,3.9,4.4,60.0%,50.0%,55.6%,36.4%,53.7%,3.8%,6.5,4.5,14.5,11.7
Iga Swiatek,2022 Dubai R16,L vsOstapenko,2.6,2.6,2.6,55.3%,29.5%,22.2%,0.0%,50.3%,5.1%,-12.0,-13.2,3.0,3.2
Iga Swiatek,2022 Dubai R32,W vsKasatkina,4.4,4.6,4.3,68.2%,57.1%,75.0%,42.9%,52.4%,4.9%,13.5,15.9,3.5,4.9
Iga Swiatek,2022 Australian Open SF,L vsCollins,3.1,3.0,3.3,35.7%,35.0%,50.0%,80.0%,54.2%,12.7%,4.0,6.8,4.0,8.3
Iga Swiatek,2022 Australian Open QF,W vsKanepi,3.9,3.6,4.1,43.3%,50.0%,69.6%,85.7%,48.5%,5.5%,20.0,11.7,6.5,3.5
Iga Swiatek,2022 Australian Open R16,W vsCirstea,3.7,3.4,4.0,51.2%,50.0%,59.1%,63.6%,49.8%,6.2%,15.5,11.5,17.0,12.6
Iga Swiatek,2022 Australian Open R32,W vsKasatkina,4.6,5.0,4.1,58.6%,51.5%,42.9%,56.3%,46.5%,7.6%,6.0,5.1,9.5,7.4
Iga Swiatek,2022 Australian Open R64,W vsPeterson,4.0,4.0,4.1,62.1%,66.7%,60.0%,41.7%,54.1%,2.4%,8.5,9.0,6.5,8.2
Iga Swiatek,2022 Australian Open R128,W vsDart,4.6,3.9,5.2,69.4%,67.9%,54.5%,33.3%,58.8%,4.8%,13.5,12.1,12.0,15.2
Iga Swiatek,2022 Adelaide 1 SF,L vsBarty,3.8,3.8,3.8,41.7%,39.3%,66.7%,40.0%,56.5%,11.1%,-7.5,-7.3,1.0,1.4
Iga Swiatek,2022 Adelaide 1 QF,W vsAzarenka,4.7,4.9,4.6,43.7%,57.9%,61.3%,63.6%,41.8%,0.0%,1.0,0.9,9.0,5.6
Iga Swiatek,2022 Adelaide 1 R16,W vsFernandez,4.2,3.9,4.5,68.6%,60.0%,52.9%,80.0%,38.8%,6.3%,11.0,18.0,13.0,12.7
Iga Swiatek,2022 Adelaide 1 R32,W vsSaville,4.1,4.3,3.9,66.1%,55.6%,35.7%,62.5%,58.4%,4.1%,14.5,14.9,3.5,5.1
Iga Swiatek,2021 Guadalajara Finals RR,W vsBadosa,3.4,3.5,3.4,53.4%,50.0%,58.8%,66.7%,46.9%,9.1%,11.5,12.1,11.0,11.3
Iga Swiatek,2021 Guadalajara Finals RR,L vsSakkari,2.8,3.0,2.6,41.5%,44.4%,40.0%,33.3%,57.1%,10.4%,1.0,1.7,-2.5,-6.1
Iga Swiatek,2021 Guadalajara Finals RR,L vsSabalenka,3.0,3.9,2.2,51.2%,51.5%,47.1%,33.3%,56.0%,8.2%,12.0,12.0,2.0,2.6
Iga Swiatek,2021 Indian Wells R16,L vsOstapenko,3.3,3.2,3.3,55.7%,29.4%,44.4%,25.0%,48.1%,6.3%,0.0,0.0,-2.5,-3.4
Iga Swiatek,2021 Indian Wells R32,W vsKudermetova,3.3,3.1,3.4,74.5%,57.9%,66.7%,100.0%,51.0%,8.0%,4.5,9.4,12.5,28.4
Iga Swiatek,2021 Indian Wells R64,W vsMartic,3.4,3.6,3.4,58.7%,65.5%,57.1%,66.7%,58.7%,12.9%,15.0,17.6,8.0,15.4
Iga Swiatek,2021 Ostrava SF,L vsSakkari,4.1,4.2,4.0,53.1%,31.0%,57.1%,35.7%,55.5%,3.8%,5.0,4.1,0.5,0.5
Iga Swiatek,2021 Ostrava QF,W vsRybakina,4.0,4.0,4.0,62.2%,46.7%,46.7%,35.7%,54.1%,3.6%,1.0,0.9,1.0,1.0
Iga Swiatek,2021 Ostrava R16,W vsPutintseva,6.8,6.4,7.2,66.0%,43.5%,44.4%,60.7%,41.2%,6.7%,10.5,7.3,3.5,1.7
Iga Swiatek,2021 US Open R16,L vsBencic,3.5,3.1,4.0,47.2%,48.5%,50.0%,45.5%,62.4%,3.4%,10.5,7.3,-0.5,-0.6
Iga Swiatek,2021 US Open R32,W vsKontaveit,4.1,3.5,4.6,46.5%,63.5%,45.5%,75.0%,51.5%,4.7%,15.5,8.9,18.0,11.3
Iga Swiatek,2021 Cincinnati R32,L vsJabeur,3.1,3.0,3.2,46.8%,44.0%,25.0%,0.0%,50.0%,6.8%,-2.0,-3.0,-1.0,-1.5
Iga Swiatek,2021 Tokyo Olympics R32,L vsBadosa,3.7,4.0,3.3,42.6%,50.0%,47.1%,83.3%,60.2%,9.6%,16.0,12.1,9.5,11.4
Iga Swiatek,2021 Wimbledon R16,L vsJabeur,3.1,3.5,2.7,39.3%,48.6%,44.4%,25.0%,52.8%,4.3%,2.0,2.4,-0.5,-0.6
Iga Swiatek,2021 Wimbledon R32,W vsBegu,3.2,3.1,3.2,64.2%,76.2%,87.5%,100.0%,52.3%,15.4%,12.0,22.2,5.0,12.2
Iga Swiatek,2021 Wimbledon R128,W vsHsieh,3.4,3.0,3.7,60.0%,54.3%,20.0%,75.0%,52.5%,11.7%,3.5,4.8,10.0,14.9
Iga Swiatek,2021 Roland Garros QF,L vsSakkari,3.3,3.4,3.1,46.3%,48.1%,27.3%,20.0%,74.2%,19.5%,0.0,0.0,-2.0,-6.1
Iga Swiatek,2021 Roland Garros R16,W vsKostyuk,4.4,4.2,4.6,57.7%,45.9%,68.4%,46.2%,50.4%,8.6%,13.5,11.1,7.5,6.5
Iga Swiatek,2021 Roland Garros R32,W vsKontaveit,3.7,3.3,4.1,63.8%,45.5%,35.7%,100.0%,39.5%,12.5%,12.5,21.6,10.5,12.1
Iga Swiatek,2021 Roland Garros R64,W vsPeterson,4.2,4.6,3.9,51.2%,86.7%,66.7%,57.1%,50.3%,17.5%,16.0,20.5,5.0,7.7
Iga Swiatek,2021 Roland Garros R128,W vsJuvan,4.8,4.2,5.4,51.9%,52.4%,75.0%,75.0%,47.5%,10.4%,8.0,7.0,13.5,11.4
Iga Swiatek,2021 Rome F,W vsPliskova,3.6,3.3,3.8,83.8%,81.3%,62.5%,66.7%,53.5%,8.7%,18.0,36.0,12.0,29.3
Iga Swiatek,2021 Rome SF,W vsGauff,3.9,4.1,3.7,53.1%,48.8%,66.7%,66.7%,42.9%,5.3%,8.5,10.4,16.0,13.0
Iga Swiatek,2021 Rome QF,W vsSvitolina,5.3,5.5,5.0,52.0%,54.5%,68.2%,53.3%,47.2%,13.3%,10.5,9.0,3.5,2.9
Iga Swiatek,2021 Rome R16,W vsKrejcikova,3.7,3.7,3.7,48.1%,54.4%,48.1%,66.7%,35.3%,11.4%,9.0,8.2,0.5,0.2
Iga Swiatek,2021 Rome R32,W vsKeys,3.1,2.8,3.3,51.2%,70.0%,66.7%,-,39.4%,7.4%,10.0,19.2,4.5,5.2
Iga Swiatek,2021 Madrid R16,L vsBarty,3.8,3.9,3.7,41.5%,48.5%,54.5%,70.0%,54.1%,5.0%,-2.5,-2.1,1.5,1.6
Iga Swiatek,2021 Madrid R32,W vsSiegemund,3.7,3.8,3.5,60.5%,42.4%,53.8%,85.7%,59.1%,3.7%,14.0,13.3,10.5,14.0
Iga Swiatek,2021 Madrid R64,W vsRiske Amritraj,3.6,3.7,3.5,53.0%,70.6%,80.0%,66.7%,49.4%,7.6%,10.5,14.6,12.5,17.6
Iga Swiatek,2021 Miami R32,L vsKonjuh,3.0,3.3,2.7,50.0%,37.1%,52.6%,66.7%,53.7%,10.8%,0.5,0.5,13.0,15.7
Iga Swiatek,2021 Miami R64,W vsKrejcikova,3.6,3.4,3.8,56.1%,53.8%,58.3%,75.0%,44.4%,13.1%,3.5,5.7,10.5,15.0
Iga Swiatek,2021 Dubai R16,L vsMuguruza,3.2,2.9,3.4,33.3%,40.0%,63.6%,50.0%,51.7%,8.9%,-4.0,-7.1,2.5,5.0
Iga Swiatek,2021 Adelaide F,W vsBencic,3.0,3.3,2.8,60.7%,80.0%,45.5%,100.0%,61.7%,6.8%,12.5,18.9,9.5,24.4
Iga Swiatek,2021 Adelaide SF,W vsTeichmann,3.8,3.5,4.1,52.4%,63.3%,70.0%,66.7%,45.3%,7.5%,6.0,8.7,11.0,13.1
Iga Swiatek,2021 Australian Open R16,L vsHalep,4.6,4.7,4.5,42.9%,36.8%,69.0%,46.7%,61.8%,11.3%,5.0,2.8,-1.0,-1.0
Iga Swiatek,2021 Australian Open R128,W vsRus,4.6,5.2,4.2,53.8%,62.5%,50.0%,70.0%,54.1%,10.7%,11.0,9.2,14.0,14.4
Iga Swiatek,2021 Gippsland Trophy R32,W vsJuvan,3.7,3.5,3.8,54.8%,40.5%,64.7%,71.4%,44.9%,8.0%,5.5,5.6,-4.0,-3.5
Iga Swiatek,2020 Roland Garros F,W vsKenin,4.3,4.0,4.6,51.8%,66.7%,70.6%,80.0%,55.0%,10.0%,17.0,16.7,10.0,12.3
Iga Swiatek,2020 Roland Garros SF,W vsPodoroska,4.5,4.6,4.5,65.9%,56.7%,84.6%,50.0%,51.9%,6.9%,18.5,20.6,16.0,19.8
Iga Swiatek,2020 Roland Garros QF,W vsTrevisan,5.0,5.0,5.0,58.1%,57.6%,65.2%,50.0%,41.4%,8.6%,6.0,6.5,20.5,16.8
Iga Swiatek,2020 Roland Garros R16,W vsHalep,4.4,4.2,4.6,52.9%,68.8%,55.6%,87.5%,49.0%,9.3%,23.5,25.5,9.5,10.0
Iga Swiatek,2020 Roland Garros R32,W vsBouchard,3.9,3.8,4.0,52.7%,67.6%,46.2%,75.0%,42.6%,16.5%,8.0,12.3,14.0,17.3
Iga Swiatek,2020 Roland Garros R64,W vsHsieh,3.5,2.8,4.0,60.9%,46.4%,63.6%,100.0%,54.8%,13.6%,10.0,14.3,8.0,14.0
Iga Swiatek,2020 Roland Garros R128,W vsVondrousova,5.0,5.4,4.6,65.8%,64.0%,78.6%,35.7%,53.1%,13.3%,7.5,8.2,8.0,10.4
Iga Swiatek,2020 Rome R64,L vsRus,4.7,4.9,4.6,37.5%,42.9%,71.4%,64.7%,62.4%,14.5%,20.0,11.1,11.5,11.5
Iga Swiatek,2020 US Open R32,L vsAzarenka,4.2,4.7,3.4,45.1%,43.2%,61.5%,33.3%,54.3%,8.6%,6.5,5.6,11.5,12.1
Iga Swiatek,2020 Doha R64,W vsVekic,3.9,4.0,3.8,54.8%,56.7%,43.8%,61.5%,48.5%,6.6%,17.5,17.2,5.0,4.5
Iga Swiatek,2020 Australian Open R16,L vsKontaveit,3.6,3.6,3.5,45.5%,47.6%,56.5%,66.7%,42.6%,7.9%,8.5,6.6,9.0,5.2
Iga Swiatek,2020 Australian Open R32,W vsVekic,3.5,3.7,3.4,52.4%,58.3%,71.4%,42.9%,63.8%,7.0%,11.5,10.0,13.0,19.7
