Player,Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
Iga Swiatek,2023 Madrid SF,W vsKudermetova,0.0%,-,7.4%,71.4%,17.1%,20.0%,0.0%,27.1%,60.0%,0.6%,0.0%,18,-13
Iga Swiatek,2023 Madrid QF,W vsMartic,0.0%,-,2.5%,50.0%,28.3%,50.0%,100.0%,11.8%,37.5%,0.0%,-,52,59
Iga Swiatek,2023 Madrid R16,W vsAlexandrova,0.0%,-,1.6%,100.0%,20.3%,33.3%,0.0%,14.7%,47.6%,0.0%,-,34,51
Iga Swiatek,2023 Madrid R32,W vsPera,0.0%,-,4.9%,80.0%,28.3%,38.5%,0.0%,7.5%,16.7%,0.0%,-,-3,40
Iga Swiatek,2023 Madrid R64,W vsGrabher,0.0%,-,3.1%,66.7%,23.4%,21.4%,0.0%,20.0%,44.4%,0.0%,-,53,33
Iga Swiatek,2023 Stuttgart F,W vsSabalenka,0.0%,-,5.3%,100.0%,16.4%,58.3%,0.0%,21.9%,50.0%,0.0%,-,-42,-34
Iga Swiatek,2023 Stuttgart QF,W vsPliskova,0.0%,-,5.8%,77.8%,18.8%,42.9%,0.0%,16.7%,46.7%,0.0%,-,53,56
Iga Swiatek,2023 Stuttgart R16,W vsZheng,0.0%,-,1.9%,100.0%,13.7%,20.0%,0.0%,7.5%,16.7%,0.0%,-,-46,-17
Iga Swiatek,2023 Indian Wells SF,L vsRybakina,0.0%,-,4.0%,75.0%,11.1%,0.0%,0.0%,20.0%,30.0%,0.0%,-,32,8
Iga Swiatek,2023 Indian Wells QF,W vsCirstea,0.0%,-,1.0%,100.0%,12.3%,0.0%,0.0%,17.1%,35.3%,0.0%,-,11,14
Iga Swiatek,2023 Indian Wells R16,W vsRaducanu,0.0%,-,6.9%,57.1%,20.2%,40.6%,0.0%,13.8%,15.8%,0.0%,-,-5,-8
Iga Swiatek,2023 Indian Wells R32,W vsAndreescu,0.0%,-,10.3%,66.7%,14.3%,22.0%,0.0%,12.6%,14.3%,0.0%,-,62,24
Iga Swiatek,2023 Indian Wells R64,W vsLiu,0.0%,-,9.6%,62.5%,23.3%,42.9%,0.0%,10.9%,33.3%,0.0%,-,66,75
Iga Swiatek,2023 Dubai F,L vsKrejcikova,0.0%,-,2.8%,66.7%,16.7%,25.0%,0.0%,8.7%,33.3%,0.0%,-,21,39
Iga Swiatek,2023 Dubai SF,W vsGauff,0.0%,-,6.5%,85.7%,10.3%,8.3%,0.0%,14.1%,28.6%,0.0%,-,48,66
Iga Swiatek,2023 Dubai R16,W vsSamsonova,0.0%,-,2.1%,50.0%,20.8%,35.3%,0.0%,13.3%,36.4%,0.0%,-,-36,-9
Iga Swiatek,2023 Dubai R32,W vsFernandez,0.0%,-,3.5%,33.3%,20.9%,30.0%,20.0%,18.2%,42.9%,0.0%,-,-27,-8
Iga Swiatek,2023 Doha F,W vsPegula,0.0%,-,8.6%,62.5%,10.0%,32.0%,0.0%,19.2%,27.3%,0.0%,-,6,25
Iga Swiatek,2023 Doha SF,W vsKudermetova,0.0%,-,10.4%,100.0%,28.3%,66.7%,0.0%,23.1%,57.1%,0.0%,-,59,38
Iga Swiatek,2023 Doha R16,W vsCollins,0.0%,-,1.4%,100.0%,16.7%,50.0%,0.0%,7.9%,20.0%,0.0%,-,-29,6
Iga Swiatek,2023 Australian Open R16,L vsRybakina,0.0%,-,3.6%,75.0%,20.3%,36.8%,100.0%,7.7%,25.0%,0.0%,-,16,-18
Iga Swiatek,2023 Australian Open R32,W vsBucsa,0.0%,-,4.2%,66.7%,20.6%,50.0%,0.0%,17.8%,37.5%,0.0%,-,-64,-13
Iga Swiatek,2023 Australian Open R64,W vsOsorio,0.0%,-,16.5%,58.8%,16.3%,16.7%,0.0%,10.7%,33.3%,0.0%,-,10,5
Iga Swiatek,2023 Australian Open R128,W vsNiemeier,0.0%,-,7.4%,72.7%,17.3%,17.2%,0.0%,11.0%,15.8%,0.0%,-,75,60
Iga Swiatek,2023 United Cup SF,L vsPegula,0.0%,-,8.5%,100.0%,12.5%,20.0%,0.0%,9.8%,57.1%,0.0%,-,31,-5
Iga Swiatek,2023 United Cup RR,W vsPutintseva,0.0%,-,8.8%,75.0%,37.8%,44.4%,0.0%,8.7%,40.0%,0.0%,-,111,91
Iga Swiatek,2023 United Cup RR,W vsBencic,0.0%,-,5.7%,87.5%,22.3%,50.0%,0.0%,12.5%,33.3%,0.0%,-,29,14
Iga Swiatek,2023 United Cup RR,W vsTrevisan,0.0%,-,3.7%,80.0%,16.2%,15.0%,8.3%,18.2%,37.5%,0.0%,-,101,106
Iga Swiatek,2022 Fort Worth Finals SF,L vsSabalenka,0.0%,-,5.8%,77.8%,24.2%,45.0%,100.0%,13.5%,33.3%,0.0%,-,234,131
Iga Swiatek,2022 Fort Worth Finals RR,W vsGarcia,0.0%,-,1.9%,100.0%,29.4%,83.3%,0.0%,24.0%,66.7%,0.0%,-,-7,38
Iga Swiatek,2022 Fort Worth Finals RR,W vsGauff,0.0%,-,14.4%,100.0%,32.7%,60.0%,100.0%,11.6%,16.7%,0.0%,-,152,86
Iga Swiatek,2022 Fort Worth Finals RR,W vsKasatkina,0.0%,-,8.5%,77.8%,28.6%,30.3%,0.0%,15.1%,28.6%,0.4%,0.0%,59,42
Iga Swiatek,2022 San Diego F,W vsVekic,0.0%,-,3.0%,50.0%,20.9%,34.6%,0.0%,15.0%,66.7%,0.0%,-,-2,2
Iga Swiatek,2022 San Diego SF,W vsPegula,0.0%,-,9.0%,73.3%,16.8%,21.6%,100.0%,12.2%,36.4%,0.0%,-,38,38
Iga Swiatek,2022 San Diego QF,W vsGauff,0.0%,-,9.9%,66.7%,12.5%,40.0%,0.0%,16.9%,26.7%,0.0%,-,-56,-27
Iga Swiatek,2022 San Diego R16,W vsZheng,0.0%,-,5.2%,77.8%,25.0%,55.0%,0.0%,21.3%,38.5%,0.0%,-,92,77
Iga Swiatek,2022 Ostrava F,L vsKrejcikova,0.0%,-,10.4%,66.7%,9.9%,18.8%,0.0%,16.8%,52.4%,0.0%,-,-2,-2
Iga Swiatek,2022 Ostrava SF,W vsAlexandrova,0.0%,-,5.4%,72.7%,16.8%,22.2%,0.0%,10.4%,19.0%,0.0%,-,21,35
Iga Swiatek,2022 Ostrava QF,W vsMcnally,0.0%,-,13.0%,77.8%,15.2%,21.2%,0.0%,15.1%,27.8%,0.0%,-,-11,-22
Iga Swiatek,2022 Ostrava R16,W vsTomljanovic,0.0%,-,14.9%,61.1%,11.9%,27.8%,0.0%,10.7%,22.2%,0.0%,-,-19,-29
Iga Swiatek,2022 US Open F,W vsJabeur,0.0%,-,10.9%,68.8%,9.5%,15.9%,0.0%,9.8%,24.0%,0.0%,-,-12,-19
Iga Swiatek,2022 US Open SF,W vsSabalenka,0.0%,-,8.4%,71.4%,14.9%,29.6%,0.0%,15.0%,36.8%,0.4%,0.0%,41,29
Iga Swiatek,2022 US Open QF,W vsPegula,0.0%,-,7.7%,81.8%,8.0%,14.3%,0.0%,12.2%,32.0%,0.0%,-,-14,-8
Iga Swiatek,2022 US Open R16,W vsNiemeier,0.0%,-,8.4%,73.3%,24.7%,30.4%,0.0%,6.9%,20.0%,0.0%,-,74,58
Iga Swiatek,2022 US Open R32,W vsDavis,0.0%,-,8.5%,76.9%,14.0%,20.8%,0.0%,5.0%,8.0%,0.0%,-,32,43
Iga Swiatek,2022 US Open R64,W vsStephens,0.0%,-,6.9%,71.4%,34.0%,35.0%,100.0%,5.6%,14.3%,0.0%,-,167,135
Iga Swiatek,2022 US Open R128,W vsPaolini,0.0%,-,4.4%,50.0%,16.7%,25.0%,0.0%,10.6%,21.1%,0.0%,-,63,51
Iga Swiatek,2022 Cincinnati R16,L vsKeys,0.0%,-,4.2%,60.0%,17.3%,12.5%,0.0%,13.2%,40.0%,0.0%,-,101,73
Iga Swiatek,2022 Cincinnati R32,W vsStephens,0.0%,-,5.2%,100.0%,20.4%,28.6%,0.0%,7.1%,33.3%,0.0%,-,130,96
Iga Swiatek,2022 Toronto R16,L vsHaddad Maia,0.0%,-,7.4%,88.2%,15.8%,15.6%,23.1%,12.9%,12.1%,0.0%,-,137,120
Iga Swiatek,2022 Toronto R32,W vsTomljanovic,0.0%,-,6.2%,80.0%,18.5%,33.3%,0.0%,9.8%,50.0%,0.0%,-,60,48
Iga Swiatek,2022 Warsaw QF,L vsGarcia,0.0%,-,4.4%,62.5%,29.5%,33.3%,0.0%,23.6%,33.3%,0.0%,-,-1,26
Iga Swiatek,2022 Warsaw R16,W vsLee,0.0%,-,5.0%,80.0%,29.6%,44.4%,50.0%,16.0%,41.7%,0.0%,-,136,137
Iga Swiatek,2022 Warsaw R32,W vsFrech,0.0%,-,11.2%,70.0%,26.2%,57.1%,0.0%,14.0%,10.0%,0.0%,-,71,53
Iga Swiatek,2022 Wimbledon R32,L vsCornet,0.0%,-,14.2%,70.6%,15.2%,30.8%,0.0%,17.6%,22.2%,0.0%,-,156,98
Iga Swiatek,2022 Wimbledon R64,W vsPattinama Kerkhove,0.0%,-,3.9%,85.7%,19.5%,33.3%,0.0%,17.1%,25.0%,0.0%,-,131,119
Iga Swiatek,2022 Wimbledon R128,W vsFett,0.0%,-,4.6%,60.0%,33.3%,45.5%,0.0%,5.6%,0.0%,0.8%,0.0%,134,109
Iga Swiatek,2022 Roland Garros F,W vsGauff,0.0%,-,6.9%,42.9%,30.2%,50.0%,100.0%,12.0%,31.8%,0.0%,-,42,49
Iga Swiatek,2022 Roland Garros SF,W vsKasatkina,0.0%,-,8.0%,85.7%,27.3%,47.8%,0.0%,10.8%,28.6%,0.6%,0.0%,21,13
Iga Swiatek,2022 Roland Garros QF,W vsPegula,0.0%,-,6.2%,100.0%,20.2%,37.5%,0.0%,5.9%,17.9%,0.0%,-,19,27
Iga Swiatek,2022 Roland Garros R16,W vsZheng,0.0%,-,4.1%,87.5%,20.7%,32.6%,0.0%,5.6%,20.0%,0.3%,0.0%,45,18
Iga Swiatek,2022 Roland Garros R32,W vsKovinic,0.0%,-,4.2%,80.0%,13.5%,15.4%,0.0%,6.5%,22.2%,0.0%,-,49,49
Iga Swiatek,2022 Roland Garros R64,W vsRiske Amritraj,0.0%,-,4.5%,75.0%,24.1%,43.8%,0.0%,20.0%,35.7%,0.0%,-,149,116
Iga Swiatek,2022 Roland Garros R128,W vsTsurenko,0.0%,-,9.2%,85.7%,36.1%,38.9%,0.0%,12.2%,8.3%,0.0%,-,134,134
Iga Swiatek,2022 Rome F,W vsJabeur,0.0%,-,14.4%,75.0%,13.2%,18.8%,0.0%,9.0%,33.3%,0.0%,-,29,21
Iga Swiatek,2022 Rome SF,W vsSabalenka,0.0%,-,3.0%,66.7%,20.0%,38.5%,100.0%,9.1%,33.3%,0.8%,100.0%,64,63
Iga Swiatek,2022 Rome QF,W vsAndreescu,0.0%,-,5.6%,85.7%,21.3%,26.7%,100.0%,11.1%,30.8%,0.0%,-,68,69
Iga Swiatek,2022 Rome R16,W vsAzarenka,0.0%,-,2.1%,100.0%,25.0%,45.5%,50.0%,13.9%,40.0%,0.0%,-,137,77
Iga Swiatek,2022 Rome R32,W vsRuse,0.0%,-,2.4%,100.0%,26.7%,55.6%,0.0%,8.8%,8.3%,0.7%,0.0%,91,113
Iga Swiatek,2022 Stuttgart F,W vsSabalenka,0.0%,-,5.7%,83.3%,18.8%,38.5%,50.0%,13.8%,31.6%,0.0%,-,37,64
Iga Swiatek,2022 Stuttgart SF,W vsSamsonova,0.0%,-,1.6%,100.0%,22.0%,18.2%,100.0%,15.9%,27.3%,0.0%,-,88,84
Iga Swiatek,2022 Stuttgart QF,W vsRaducanu,0.0%,-,3.3%,100.0%,19.8%,35.9%,0.0%,12.5%,26.1%,0.0%,-,70,44
Iga Swiatek,2022 Stuttgart R16,W vsLys,0.0%,-,0.0%,0.0%,23.4%,34.6%,0.0%,12.1%,38.5%,1.0%,100.0%,110,94
Iga Swiatek,2022 BJK Cup RR,W vsBuzarnescu,0.0%,-,8.0%,66.7%,30.9%,31.6%,16.7%,7.5%,0.0%,0.0%,-,102,105
Iga Swiatek,2022 BJK Cup RR,W vsPrisacariu,0.0%,-,9.6%,71.4%,26.9%,13.3%,50.0%,16.1%,100.0%,0.0%,-,138,123
Iga Swiatek,2022 Miami F,W vsOsaka,0.0%,-,3.7%,75.0%,23.5%,30.0%,0.0%,13.2%,25.0%,0.0%,-,41,35
Iga Swiatek,2022 Miami SF,W vsPegula,0.0%,-,4.8%,85.7%,18.9%,39.3%,100.0%,5.2%,10.7%,0.0%,-,64,70
Iga Swiatek,2022 Miami QF,W vsKvitova,0.0%,-,0.0%,0.0%,12.7%,20.0%,0.0%,10.0%,25.0%,0.0%,-,-79,-5
Iga Swiatek,2022 Miami R16,W vsGauff,0.0%,-,1.8%,100.0%,13.2%,62.5%,33.3%,5.5%,6.7%,0.0%,-,-43,2
Iga Swiatek,2022 Miami R32,W vsBrengle,0.0%,-,16.9%,80.0%,16.3%,21.9%,50.0%,7.8%,17.6%,0.0%,-,11,20
Iga Swiatek,2022 Miami R64,W vsGolubic,0.0%,-,11.1%,63.6%,14.7%,26.1%,0.0%,15.8%,40.9%,0.0%,-,86,73
Iga Swiatek,2022 Indian Wells F,W vsSakkari,0.0%,-,3.6%,50.0%,15.0%,31.3%,0.0%,10.0%,20.0%,0.0%,-,-11,41
Iga Swiatek,2022 Indian Wells SF,W vsHalep,0.0%,-,6.3%,88.9%,11.9%,18.8%,0.0%,10.8%,53.8%,0.0%,-,70,53
Iga Swiatek,2022 Indian Wells QF,W vsKeys,0.0%,-,1.2%,100.0%,19.1%,17.6%,0.0%,22.2%,50.0%,0.0%,-,21,15
Iga Swiatek,2022 Indian Wells R16,W vsKerber,0.0%,-,2.3%,50.0%,19.0%,21.4%,17.6%,8.3%,11.5%,0.0%,-,93,79
Iga Swiatek,2022 Indian Wells R32,W vsTauson,0.0%,-,2.2%,50.0%,11.7%,29.4%,50.0%,7.4%,18.2%,0.0%,-,37,39
Iga Swiatek,2022 Indian Wells R64,W vsKalinina,0.0%,-,3.8%,83.3%,15.9%,13.0%,0.0%,9.7%,25.0%,0.4%,0.0%,106,92
Iga Swiatek,2022 Doha F,W vsKontaveit,0.0%,-,5.7%,80.0%,19.4%,38.1%,0.0%,4.6%,6.7%,0.5%,0.0%,3,15
Iga Swiatek,2022 Doha SF,W vsSakkari,0.0%,-,7.5%,66.7%,19.6%,15.8%,33.3%,10.2%,15.4%,0.0%,-,154,59
Iga Swiatek,2022 Doha QF,W vsSabalenka,0.0%,-,2.0%,100.0%,28.9%,50.0%,0.0%,25.0%,60.0%,0.0%,-,85,87
Iga Swiatek,2022 Doha R16,W vsKasatkina,0.0%,-,4.5%,75.0%,20.5%,24.1%,0.0%,5.0%,21.4%,0.6%,0.0%,59,38
Iga Swiatek,2022 Doha R32,W vsGolubic,0.0%,-,12.4%,36.8%,17.6%,28.9%,0.0%,18.7%,43.5%,0.7%,0.0%,132,119
Iga Swiatek,2022 Dubai R16,L vsOstapenko,0.0%,-,0.9%,50.0%,10.6%,27.3%,100.0%,5.9%,40.0%,0.0%,-,-6,60
Iga Swiatek,2022 Dubai R32,W vsKasatkina,0.0%,-,5.5%,100.0%,15.5%,23.1%,100.0%,16.0%,41.7%,0.6%,0.0%,49,24
Iga Swiatek,2022 Australian Open SF,L vsCollins,0.0%,-,4.9%,80.0%,18.8%,28.6%,0.0%,11.4%,20.0%,0.0%,-,38,19
Iga Swiatek,2022 Australian Open QF,W vsKanepi,0.0%,-,4.6%,72.7%,15.6%,35.7%,0.0%,8.9%,18.2%,0.5%,0.0%,-39,7
Iga Swiatek,2022 Australian Open R16,W vsCirstea,0.0%,-,6.0%,91.7%,18.7%,23.1%,0.0%,20.0%,61.5%,0.0%,-,71,60
Iga Swiatek,2022 Australian Open R32,W vsKasatkina,0.0%,-,5.3%,57.1%,18.4%,26.3%,0.0%,6.7%,18.2%,1.9%,40.0%,42,19
Iga Swiatek,2022 Australian Open R64,W vsPeterson,0.0%,-,3.8%,75.0%,14.5%,13.0%,0.0%,9.1%,33.3%,0.6%,100.0%,-14,1
Iga Swiatek,2022 Australian Open R128,W vsDart,0.0%,-,5.0%,80.0%,18.0%,26.9%,0.0%,15.8%,55.6%,0.5%,0.0%,17,-2
Iga Swiatek,2022 Adelaide 1 SF,L vsBarty,0.0%,-,6.7%,87.5%,13.6%,19.5%,0.0%,8.9%,50.0%,0.5%,0.0%,60,60
Iga Swiatek,2022 Adelaide 1 QF,W vsAzarenka,0.0%,-,0.0%,0.0%,14.8%,0.0%,0.0%,12.0%,0.0%,0.0%,-,30,-7
Iga Swiatek,2022 Adelaide 1 R16,W vsFernandez,0.0%,-,6.8%,100.0%,25.5%,41.2%,0.0%,18.2%,33.3%,1.6%,66.7%,9,24
Iga Swiatek,2022 Adelaide 1 R32,W vsSaville,0.0%,-,0.0%,0.0%,22.2%,25.9%,0.0%,8.0%,25.0%,1.1%,0.0%,32,9
Iga Swiatek,2021 Guadalajara Finals RR,W vsBadosa,0.0%,-,2.1%,66.7%,20.6%,21.1%,50.0%,15.7%,66.7%,1.9%,25.0%,92,74
Iga Swiatek,2021 Guadalajara Finals RR,L vsSakkari,0.0%,-,5.6%,66.7%,20.0%,18.8%,0.0%,12.0%,25.0%,2.7%,0.0%,94,86
Iga Swiatek,2021 Guadalajara Finals RR,L vsSabalenka,0.0%,-,3.4%,66.7%,16.2%,25.0%,0.0%,9.2%,28.6%,2.1%,75.0%,16,5
Iga Swiatek,2021 Indian Wells R16,L vsOstapenko,0.0%,-,0.9%,100.0%,10.9%,17.6%,0.0%,6.7%,50.0%,0.6%,0.0%,-26,17
Iga Swiatek,2021 Indian Wells R32,W vsKudermetova,0.0%,-,2.6%,50.0%,13.9%,27.3%,0.0%,21.7%,66.7%,2.0%,50.0%,19,80
Iga Swiatek,2021 Indian Wells R64,W vsMartic,0.0%,-,2.9%,66.7%,20.0%,18.2%,100.0%,10.0%,50.0%,2.7%,75.0%,46,34
Iga Swiatek,2021 Ostrava SF,L vsSakkari,0.0%,-,5.1%,42.9%,12.4%,8.8%,0.0%,11.7%,57.1%,1.3%,33.3%,29,13
Iga Swiatek,2021 Ostrava QF,W vsRybakina,0.0%,-,2.1%,66.7%,8.9%,20.0%,0.0%,6.8%,21.4%,0.4%,0.0%,-24,19
Iga Swiatek,2021 Ostrava R16,W vsPutintseva,0.0%,-,12.0%,73.3%,11.3%,22.2%,50.0%,4.8%,16.2%,1.8%,14.3%,-32,-33
Iga Swiatek,2021 US Open R16,L vsBencic,0.0%,-,3.6%,50.0%,18.4%,40.0%,100.0%,11.4%,30.0%,0.0%,-,10,31
Iga Swiatek,2021 US Open R32,W vsKontaveit,0.0%,-,2.5%,80.0%,15.4%,25.6%,0.0%,13.9%,40.0%,0.6%,0.0%,-16,-1
Iga Swiatek,2021 Cincinnati R32,L vsJabeur,0.0%,-,5.1%,83.3%,15.7%,9.5%,0.0%,14.0%,14.3%,1.4%,0.0%,77,64
Iga Swiatek,2021 Tokyo Olympics R32,L vsBadosa,0.0%,-,4.4%,71.4%,23.3%,32.3%,0.0%,20.0%,33.3%,1.7%,0.0%,122,73
Iga Swiatek,2021 Wimbledon R16,L vsJabeur,0.0%,-,11.5%,55.6%,19.3%,25.0%,0.0%,16.4%,31.3%,0.5%,0.0%,95,77
Iga Swiatek,2021 Wimbledon R32,W vsBegu,0.0%,-,2.4%,50.0%,24.4%,23.1%,100.0%,11.1%,33.3%,0.9%,0.0%,-7,65
Iga Swiatek,2021 Wimbledon R128,W vsHsieh,0.0%,-,7.6%,66.7%,20.0%,8.3%,100.0%,22.7%,40.0%,1.2%,50.0%,28,53
Iga Swiatek,2021 Roland Garros QF,L vsSakkari,0.0%,-,4.9%,83.3%,13.8%,26.1%,0.0%,10.7%,0.0%,1.9%,33.3%,110,71
Iga Swiatek,2021 Roland Garros R16,W vsKostyuk,0.0%,-,10.7%,80.0%,18.2%,12.1%,100.0%,10.5%,23.5%,2.7%,14.3%,30,8
Iga Swiatek,2021 Roland Garros R32,W vsKontaveit,0.0%,-,5.0%,50.0%,17.8%,18.2%,33.3%,18.3%,53.8%,4.7%,25.0%,-49,5
Iga Swiatek,2021 Roland Garros R64,W vsPeterson,0.0%,-,5.6%,100.0%,16.4%,10.0%,100.0%,12.0%,40.0%,5.0%,62.5%,31,6
Iga Swiatek,2021 Roland Garros R128,W vsJuvan,0.0%,-,16.1%,85.0%,12.0%,20.0%,0.0%,10.8%,21.4%,0.8%,50.0%,-27,-27
Iga Swiatek,2021 Rome F,W vsPliskova,0.0%,-,0.0%,0.0%,40.0%,53.8%,0.0%,20.0%,66.7%,3.0%,33.3%,86,84
Iga Swiatek,2021 Rome SF,W vsGauff,0.0%,-,4.8%,71.4%,14.5%,17.6%,0.0%,15.2%,42.1%,0.9%,50.0%,-10,-15
Iga Swiatek,2021 Rome QF,W vsSvitolina,0.0%,-,5.0%,66.7%,12.9%,11.4%,0.0%,6.3%,25.0%,4.8%,53.8%,-1,-17
Iga Swiatek,2021 Rome R16,W vsKrejcikova,0.0%,-,4.7%,72.7%,22.6%,25.0%,33.3%,12.2%,23.8%,5.8%,52.4%,144,88
Iga Swiatek,2021 Rome R32,W vsKeys,0.0%,-,1.6%,100.0%,22.5%,21.1%,0.0%,3.8%,11.1%,1.3%,100.0%,42,47
Iga Swiatek,2021 Madrid R16,L vsBarty,0.0%,-,7.4%,80.0%,8.6%,20.0%,0.0%,10.8%,22.7%,0.5%,100.0%,35,42
Iga Swiatek,2021 Madrid R32,W vsSiegemund,0.0%,-,5.4%,57.1%,12.3%,19.0%,33.3%,13.7%,28.6%,1.5%,33.3%,-26,-19
Iga Swiatek,2021 Madrid R64,W vsRiske Amritraj,0.0%,-,4.9%,80.0%,21.8%,35.7%,0.0%,18.9%,40.0%,3.8%,16.7%,109,115
Iga Swiatek,2021 Miami R32,L vsKonjuh,0.0%,-,1.6%,33.3%,19.8%,25.0%,0.0%,15.4%,33.3%,0.5%,0.0%,56,62
Iga Swiatek,2021 Miami R64,W vsKrejcikova,0.0%,-,2.0%,100.0%,10.4%,18.8%,0.0%,16.3%,46.2%,2.6%,25.0%,65,46
Iga Swiatek,2021 Dubai R16,L vsMuguruza,0.0%,-,2.2%,100.0%,10.6%,40.0%,0.0%,21.4%,42.9%,0.9%,0.0%,87,79
Iga Swiatek,2021 Adelaide F,W vsBencic,0.0%,-,1.1%,100.0%,32.6%,63.6%,100.0%,20.7%,66.7%,0.0%,-,118,101
Iga Swiatek,2021 Adelaide SF,W vsTeichmann,0.0%,-,3.7%,75.0%,17.5%,13.3%,37.5%,13.3%,26.7%,0.0%,-,5,12
Iga Swiatek,2021 Australian Open R16,L vsHalep,0.0%,-,17.6%,64.3%,13.5%,21.8%,0.0%,10.7%,5.3%,3.3%,30.0%,95,51
Iga Swiatek,2021 Australian Open R128,W vsRus,0.0%,-,5.0%,100.0%,13.5%,29.2%,0.0%,13.4%,12.5%,3.7%,11.1%,-7,-32
Iga Swiatek,2021 Gippsland Trophy R32,W vsJuvan,0.0%,-,9.7%,78.6%,16.2%,21.4%,0.0%,9.3%,11.8%,0.9%,50.0%,30,57
Iga Swiatek,2020 Roland Garros F,W vsKenin,0.0%,-,9.3%,90.0%,16.7%,17.2%,0.0%,17.5%,47.1%,2.5%,80.0%,47,35
Iga Swiatek,2020 Roland Garros SF,W vsPodoroska,0.0%,-,15.8%,73.3%,22.5%,28.0%,100.0%,21.3%,50.0%,2.8%,0.0%,99,35
Iga Swiatek,2020 Roland Garros QF,W vsTrevisan,0.0%,-,8.3%,88.9%,14.5%,21.1%,23.1%,19.3%,24.0%,3.8%,22.2%,47,25
Iga Swiatek,2020 Roland Garros R16,W vsHalep,0.0%,-,8.3%,100.0%,28.4%,38.1%,100.0%,12.7%,33.3%,4.3%,44.4%,72,42
Iga Swiatek,2020 Roland Garros R32,W vsBouchard,0.0%,-,10.4%,90.9%,19.6%,40.0%,0.0%,16.7%,40.0%,3.6%,66.7%,79,54
Iga Swiatek,2020 Roland Garros R64,W vsHsieh,0.0%,-,8.5%,88.9%,19.6%,50.0%,0.0%,17.2%,57.1%,3.4%,40.0%,96,109
Iga Swiatek,2020 Roland Garros R128,W vsVondrousova,0.0%,-,15.4%,78.6%,11.3%,25.0%,0.0%,22.8%,44.4%,5.2%,40.0%,43,30
Iga Swiatek,2020 Rome R64,L vsRus,0.0%,-,8.1%,84.6%,19.2%,19.1%,10.5%,16.9%,25.0%,2.7%,22.2%,78,41
Iga Swiatek,2020 US Open R32,L vsAzarenka,1.3%,100.0%,8.6%,58.3%,16.3%,13.0%,40.0%,17.2%,35.0%,2.2%,0.0%,54,3
Iga Swiatek,2020 Doha R64,W vsVekic,0.0%,-,4.2%,66.7%,23.3%,30.4%,0.0%,11.6%,25.0%,0.8%,0.0%,73,68
Iga Swiatek,2020 Australian Open R16,L vsKontaveit,2.8%,66.7%,9.7%,63.6%,17.3%,13.9%,0.0%,14.6%,33.3%,1.5%,40.0%,117,85
Iga Swiatek,2020 Australian Open R32,W vsVekic,0.0%,-,7.8%,90.9%,17.2%,7.9%,0.0%,17.9%,58.3%,0.0%,-,56,28
Iga Swiatek,2020 Australian Open R64,W vsSuarez Navarro,0.0%,-,8.8%,75.0%,18.3%,24.1%,0.0%,17.3%,50.0%,1.3%,0.0%,115,112
Iga Swiatek,2019 US Open R64,L vsSevastova,0.0%,-,7.2%,58.3%,11.0%,22.7%,0.0%,10.1%,24.0%,4.1%,45.5%,109,91
Iga Swiatek,2019 US Open R128,W vsJorovic,0.0%,-,7.9%,83.3%,28.6%,37.5%,100.0%,21.1%,62.5%,2.4%,0.0%,70,77
Iga Swiatek,2019 Cincinnati R32,L vsKontaveit,0.0%,-,4.4%,85.7%,7.0%,0.0%,100.0%,12.2%,14.3%,1.1%,50.0%,120,101
Iga Swiatek,2019 Toronto  R16,L vsOsaka,0.0%,-,3.3%,60.0%,14.7%,20.0%,0.0%,9.5%,0.0%,1.1%,50.0%,93,91
Iga Swiatek,2019 Washington R16,L vsPegula,0.0%,-,4.3%,88.9%,13.5%,21.1%,33.3%,17.6%,54.5%,3.8%,11.1%,51,62
Iga Swiatek,2019 Wimbledon R128,L vsGolubic,0.0%,-,11.7%,47.1%,21.4%,25.0%,0.0%,12.5%,20.0%,2.2%,75.0%,210,158
Iga Swiatek,2019 Roland Garros R16,L vsHalep,0.0%,-,8.2%,66.7%,8.1%,5.9%,100.0%,3.1%,14.3%,1.9%,0.0%,134,61
Iga Swiatek,2019 Lugano F,L vsHercog,4.4%,50.0%,12.6%,72.7%,23.8%,29.0%,0.0%,9.2%,26.3%,4.8%,23.1%,175,117
Iga Swiatek,2019 Lugano QF,W vsLapko,1.5%,0.0%,4.2%,87.5%,23.1%,31.3%,0.0%,24.2%,37.5%,6.1%,36.4%,88,97
Iga Swiatek,2019 Budapest R16,L vsVan Uytvanck,3.2%,50.0%,14.4%,52.4%,22.9%,22.2%,0.0%,9.0%,20.0%,0.9%,50.0%,93,89
Iga Swiatek,2019 Fed Cup RR,L vsYastremska,1.3%,100.0%,2.5%,100.0%,20.3%,33.3%,0.0%,3.6%,0.0%,2.7%,25.0%,36,89
Iga Swiatek,2019 Australian Open R64,L vsGiorgi,0.0%,-,3.1%,66.7%,8.3%,16.7%,0.0%,10.3%,9.1%,2.5%,0.0%,38,67
Iga Swiatek,2019 Australian Open Q1,W vsDanilovic,1.0%,100.0%,5.4%,72.7%,30.3%,40.9%,27.3%,5.0%,0.0%,3.5%,25.0%,161,149
